:	dvije tačke
👨🏿‍❤‍👨🏽	muškarac, ni svijetla ni tamna koža, par sa srcem, par sa srcem: muškarac, muškarac, tamna koža i ni svijetla ni tamna koža, tamna koža
👨🏿‍❤‍👨🏾	muškarac, par sa srcem, srednje tamna koža, tamna koža
👨🏿‍❤‍👨🏿	muškarac, par sa srcem, tamna koža
👨‍🦰	crvena kosa, muškarac, odrasla osoba
👨🏻‍🦰	crvena kosa, muškarac, muškarac: svijetla koža i crvena kosa, odrasla osoba, svijetla koža
👨🏼‍🦰	crvena kosa, muškarac, muškarac: srednje svijetla koža i crvena kosa, odrasla osoba, srednje svijetla koža
👨🏽‍🦰	crvena kosa, muškarac, muškarac: ni svijetla ni tamna koža i crvena kosa, ni svijetla ni tamna koža, odrasla osoba
👨🏾‍🦰	crvena kosa, muškarac, odrasla osoba, srednje tamna koža
👨🏿‍🦰	crvena kosa, muškarac, odrasla osoba, tamna koža
👨‍🦱	kovrdžava kosa, muškarac, odrasla osoba
👨🏻‍🦱	kovrdžava kosa, muškarac, muškarac: svijetla koža i kovrdžava kosa, odrasla osoba, svijetla koža
👨🏼‍🦱	kovrdžava kosa, muškarac, muškarac: srednje svijetla koža i kovrdžava kosa, odrasla osoba, srednje svijetla koža
👨🏽‍🦱	kovrdžava kosa, muškarac, muškarac: ni svijetla ni tamna koža i kovrdžava kosa, ni svijetla ni tamna koža, odrasla osoba
👨🏾‍🦱	kovrdžava kosa, muškarac, odrasla osoba, srednje tamna koža
👨🏿‍🦱	kovrdžava kosa, muškarac, odrasla osoba, tamna koža
👨‍🦳	muškarac, muškarac: sijeda kosa, odrasla osoba, sijeda kosa
👨🏻‍🦳	muškarac, muškarac: svijetla koža i sijeda kosa, odrasla osoba, sijeda kosa, svijetla koža
👨🏼‍🦳	muškarac, muškarac: srednje svijetla koža i sijeda kosa, odrasla osoba, sijeda kosa, srednje svijetla koža
👨🏽‍🦳	muškarac, muškarac: ni svijetla ni tamna koža i sijeda kosa, ni svijetla ni tamna koža, odrasla osoba, sijeda kosa
👨🏾‍🦳	muškarac, muškarac: srednje tamna koža i sijeda kosa, odrasla osoba, sijeda kosa, srednje tamna koža
👨🏿‍🦳	muškarac, muškarac: tamna koža i sijeda kosa, odrasla osoba, sijeda kosa, tamna koža
👨‍🦲	muškarac, odrasla osoba, ćelav
👨🏻‍🦲	muškarac, muškarac: svijetla koža i ćelav, odrasla osoba, svijetla koža, ćelav
👨🏼‍🦲	muškarac, muškarac: srednje svijetla koža i ćelav, odrasla osoba, srednje svijetla koža, ćelav
👨🏽‍🦲	muškarac, muškarac: ni svijetla ni tamna koža i ćelav, ni svijetla ni tamna koža, odrasla osoba, ćelav
👨🏾‍🦲	muškarac, odrasla osoba, srednje tamna koža, ćelav
👨🏿‍🦲	muškarac, odrasla osoba, tamna koža, ćelav
👩	odrasla osoba, žena
👩🏻	odrasla osoba, svijetla koža, žena, žena: svijetla koža
👩🏼	odrasla osoba, srednje svijetla koža, žena, žena: srednje svijetla koža
👩🏽	ni svijetla ni tamna koža, odrasla osoba, žena, žena: ni svijetla ni tamna koža
👩🏾	odrasla osoba, srednje tamna koža, žena
👩🏿	odrasla osoba, tamna koža, žena
🧔🏻‍♀	brada, svijetla koža, žena, žena: brada, žena: svijetla koža i brada
🧔🏼‍♀	brada, srednje svijetla koža, žena, žena: brada, žena: srednje svijetla koža i brada
🧔🏽‍♀	brada, ni svijetla ni tamna koža, žena, žena: brada, žena: ni svijetla ni tamna koža i brada
👱🏻‍♀	kosa, plava, plavokosa, plavuša, plavuša: svijetla koža, svijetla koža, žena
👱🏼‍♀	kosa, plava, plavokosa, plavuša, plavuša: srednje svijetla koža, srednje svijetla koža, žena
👱🏽‍♀	kosa, ni svijetla ni tamna koža, plava, plavokosa, plavuša, plavuša: ni svijetla ni tamna koža, žena
👩🏻‍❤‍💋‍👨🏻	muškarac, poljubac, poljubac: žena, muškarac i svijetla koža, svijetla koža, žena
👩🏻‍❤‍💋‍👨🏼	muškarac, poljubac, poljubac: žena, muškarac, svijetla koža i srednje svijetla koža, srednje svijetla koža, svijetla koža, žena
👩🏻‍❤‍💋‍👨🏽	muškarac, ni svijetla ni tamna koža, poljubac, poljubac: žena, muškarac, svijetla koža i ni svijetla ni tamna koža, svijetla koža, žena
👩🏻‍❤‍💋‍👨🏾	muškarac, poljubac, poljubac: žena, muškarac, svijetla koža i srednje tamna koža, srednje tamna koža, svijetla koža, žena
👩🏻‍❤‍💋‍👨🏿	muškarac, poljubac, poljubac: žena, muškarac, svijetla koža i tamna koža, svijetla koža, tamna koža, žena
👩🏼‍❤‍💋‍👨🏻	muškarac, poljubac, poljubac: žena, muškarac, srednje svijetla koža i svijetla koža, srednje svijetla koža, svijetla koža, žena
👩🏼‍❤‍💋‍👨🏼	muškarac, poljubac, poljubac: žena, muškarac i srednje svijetla koža, srednje svijetla koža, žena
👩🏼‍❤‍💋‍👨🏽	muškarac, ni svijetla ni tamna koža, poljubac, poljubac: žena, muškarac, srednje svijetla koža i ni svijetla ni tamna koža, srednje svijetla koža, žena
👩🏼‍❤‍💋‍👨🏾	muškarac, poljubac, poljubac: žena, muškarac, srednje svijetla koža i srednje tamna koža, srednje svijetla koža, srednje tamna koža, žena
👩🏼‍❤‍💋‍👨🏿	muškarac, poljubac, poljubac: žena, muškarac, srednje svijetla koža i tamna koža, srednje svijetla koža, tamna koža, žena
👩🏽‍❤‍💋‍👨🏻	muškarac, ni svijetla ni tamna koža, poljubac, poljubac: žena, muškarac, ni svijetla ni tamna koža i svijetla koža, svijetla koža, žena
👩🏽‍❤‍💋‍👨🏼	muškarac, ni svijetla ni tamna koža, poljubac, poljubac: žena, muškarac, ni svijetla ni tamna koža i srednje svijetla koža, srednje svijetla koža, žena
👩🏽‍❤‍💋‍👨🏽	muškarac, ni svijetla ni tamna koža, poljubac, poljubac: žena, muškarac i ni svijetla ni tamna koža, žena
👩🏽‍❤‍💋‍👨🏾	muškarac, ni svijetla ni tamna koža, poljubac, poljubac: žena, muškarac, ni svijetla ni tamna koža i srednje tamna koža, srednje tamna koža, žena
👩🏽‍❤‍💋‍👨🏿	muškarac, ni svijetla ni tamna koža, poljubac, poljubac: žena, muškarac, ni svijetla ni tamna koža i tamna koža, tamna koža, žena
👩🏾‍❤‍💋‍👨🏻	muškarac, poljubac, poljubac: žena, muškarac, srednje tamna koža i svijetla koža, srednje tamna koža, svijetla koža, žena
👩🏾‍❤‍💋‍👨🏼	muškarac, poljubac, poljubac: žena, muškarac, srednje tamna koža i srednje svijetla koža, srednje svijetla koža, srednje tamna koža, žena
👩🏾‍❤‍💋‍👨🏽	muškarac, ni svijetla ni tamna koža, poljubac, poljubac: žena, muškarac, srednje tamna koža i ni svijetla ni tamna koža, srednje tamna koža, žena
👩🏾‍❤‍💋‍👨🏾	muškarac, poljubac, srednje tamna koža, žena
👩🏾‍❤‍💋‍👨🏿	muškarac, poljubac, srednje tamna koža, tamna koža, žena
👩🏿‍❤‍💋‍👨🏻	muškarac, poljubac, poljubac: žena, muškarac, tamna koža i svijetla koža, svijetla koža, tamna koža, žena
👩🏿‍❤‍💋‍👨🏼	muškarac, poljubac, poljubac: žena, muškarac, tamna koža i srednje svijetla koža, srednje svijetla koža, tamna koža, žena
👩🏿‍❤‍💋‍👨🏽	muškarac, ni svijetla ni tamna koža, poljubac, poljubac: žena, muškarac, tamna koža i ni svijetla ni tamna koža, tamna koža, žena
👩🏿‍❤‍💋‍👨🏾	muškarac, poljubac, srednje tamna koža, tamna koža, žena
👩🏿‍❤‍💋‍👨🏿	muškarac, poljubac, tamna koža, žena
👩🏻‍❤‍💋‍👩🏻	poljubac, poljubac: žena, žena i svijetla koža, svijetla koža, žena
👩🏻‍❤‍💋‍👩🏼	poljubac, poljubac: žena, žena, svijetla koža i srednje svijetla koža, srednje svijetla koža, svijetla koža, žena
👩🏻‍❤‍💋‍👩🏽	ni svijetla ni tamna koža, poljubac, poljubac: žena, žena, svijetla koža i ni svijetla ni tamna koža, svijetla koža, žena
👩🏻‍❤‍💋‍👩🏾	poljubac, poljubac: žena, žena, svijetla koža i srednje tamna koža, srednje tamna koža, svijetla koža, žena
👩🏻‍❤‍💋‍👩🏿	poljubac, poljubac: žena, žena, svijetla koža i tamna koža, svijetla koža, tamna koža, žena
👩🏼‍❤‍💋‍👩🏻	poljubac, poljubac: žena, žena, srednje svijetla koža i svijetla koža, srednje svijetla koža, svijetla koža, žena
👩🏼‍❤‍💋‍👩🏼	poljubac, poljubac: žena, žena i srednje svijetla koža, srednje svijetla koža, žena
👩🏼‍❤‍💋‍👩🏽	ni svijetla ni tamna koža, poljubac, poljubac: žena, žena, srednje svijetla koža i ni svijetla ni tamna koža, srednje svijetla koža, žena
👩🏼‍❤‍💋‍👩🏾	poljubac, poljubac: žena, žena, srednje svijetla koža i srednje tamna koža, srednje svijetla koža, srednje tamna koža, žena
👩🏼‍❤‍💋‍👩🏿	poljubac, poljubac: žena, žena, srednje svijetla koža i tamna koža, srednje svijetla koža, tamna koža, žena
👩🏽‍❤‍💋‍👩🏻	ni svijetla ni tamna koža, poljubac, poljubac: žena, žena, ni svijetla ni tamna koža i svijetla koža, svijetla koža, žena
👩🏽‍❤‍💋‍👩🏼	ni svijetla ni tamna koža, poljubac, poljubac: žena, žena, ni svijetla ni tamna koža i srednje svijetla koža, srednje svijetla koža, žena
👩🏽‍❤‍💋‍👩🏽	ni svijetla ni tamna koža, poljubac, poljubac: žena, žena i ni svijetla ni tamna koža, žena
👩🏽‍❤‍💋‍👩🏾	ni svijetla ni tamna koža, poljubac, poljubac: žena, žena, ni svijetla ni tamna koža i srednje tamna koža, srednje tamna koža, žena
👩🏽‍❤‍💋‍👩🏿	ni svijetla ni tamna koža, poljubac, poljubac: žena, žena, ni svijetla ni tamna koža i tamna koža, tamna koža, žena
👩🏾‍❤‍💋‍👩🏻	poljubac, poljubac: žena, žena, srednje tamna koža i svijetla koža, srednje tamna koža, svijetla koža, žena
👩🏾‍❤‍💋‍👩🏼	poljubac, poljubac: žena, žena, srednje tamna koža i srednje svijetla koža, srednje svijetla koža, srednje tamna koža, žena
👩🏾‍❤‍💋‍👩🏽	ni svijetla ni tamna koža, poljubac, poljubac: žena, žena, srednje tamna koža i ni svijetla ni tamna koža, srednje tamna koža, žena
👩🏾‍❤‍💋‍👩🏾	poljubac, srednje tamna koža, žena
👩🏾‍❤‍💋‍👩🏿	poljubac, srednje tamna koža, tamna koža, žena
👩🏿‍❤‍💋‍👩🏻	poljubac, poljubac: žena, žena, tamna koža i svijetla koža, svijetla koža, tamna koža, žena
👩🏿‍❤‍💋‍👩🏼	poljubac, poljubac: žena, žena, tamna koža i srednje svijetla koža, srednje svijetla koža, tamna koža, žena
👩🏿‍❤‍💋‍👩🏽	ni svijetla ni tamna koža, poljubac, poljubac: žena, žena, tamna koža i ni svijetla ni tamna koža, tamna koža, žena
👩🏿‍❤‍💋‍👩🏾	poljubac, srednje tamna koža, tamna koža, žena
👩🏿‍❤‍💋‍👩🏿	poljubac, tamna koža, žena
👩🏻‍❤‍👨🏻	muškarac, par sa srcem, par sa srcem: žena, muškarac i svijetla koža, svijetla koža, žena
👩🏻‍❤‍👨🏼	muškarac, par sa srcem, par sa srcem: žena, muškarac, svijetla koža i srednje svijetla koža, srednje svijetla koža, svijetla koža, žena
👩🏻‍❤‍👨🏽	muškarac, ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, muškarac, svijetla koža i ni svijetla ni tamna koža, svijetla koža, žena
👩🏻‍❤‍👨🏾	muškarac, par sa srcem, par sa srcem: žena, muškarac, svijetla koža i srednje tamna koža, srednje tamna koža, svijetla koža, žena
👩🏻‍❤‍👨🏿	muškarac, par sa srcem, par sa srcem: žena, muškarac, svijetla koža i tamna koža, svijetla koža, tamna koža, žena
👩🏼‍❤‍👨🏻	muškarac, par sa srcem, par sa srcem: žena, muškarac, srednje svijetla koža i svijetla koža, srednje svijetla koža, svijetla koža, žena
👩🏼‍❤‍👨🏼	muškarac, par sa srcem, par sa srcem: žena, muškarac i srednje svijetla koža, srednje svijetla koža, žena
👩🏼‍❤‍👨🏽	muškarac, ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, muškarac, srednje svijetla koža i ni svijetla ni tamna koža, srednje svijetla koža, žena
👩🏼‍❤‍👨🏾	muškarac, par sa srcem, par sa srcem: žena, muškarac, srednje svijetla koža i srednje tamna koža, srednje svijetla koža, srednje tamna koža, žena
👩🏼‍❤‍👨🏿	muškarac, par sa srcem, par sa srcem: žena, muškarac, srednje svijetla koža i tamna koža, srednje svijetla koža, tamna koža, žena
👩🏽‍❤‍👨🏻	muškarac, ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, muškarac, ni svijetla ni tamna koža i svijetla koža, svijetla koža, žena
👩🏽‍❤‍👨🏼	muškarac, ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, muškarac, ni svijetla ni tamna koža i srednje svijetla koža, srednje svijetla koža, žena
👩🏽‍❤‍👨🏽	muškarac, ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, muškarac i ni svijetla ni tamna koža, žena
👩🏽‍❤‍👨🏾	muškarac, ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, muškarac, ni svijetla ni tamna koža i srednje tamna koža, srednje tamna koža, žena
👩🏽‍❤‍👨🏿	muškarac, ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, muškarac, ni svijetla ni tamna koža i tamna koža, tamna koža, žena
👩🏾‍❤‍👨🏻	muškarac, par sa srcem, par sa srcem: žena, muškarac, srednje tamna koža i svijetla koža, srednje tamna koža, svijetla koža, žena
👩🏾‍❤‍👨🏼	muškarac, par sa srcem, par sa srcem: žena, muškarac, srednje tamna koža i srednje svijetla koža, srednje svijetla koža, srednje tamna koža, žena
👩🏾‍❤‍👨🏽	muškarac, ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, muškarac, srednje tamna koža i ni svijetla ni tamna koža, srednje tamna koža, žena
👩🏾‍❤‍👨🏾	muškarac, par sa srcem, srednje tamna koža, žena
👩🏾‍❤‍👨🏿	muškarac, par sa srcem, srednje tamna koža, tamna koža, žena
👩🏿‍❤‍👨🏻	muškarac, par sa srcem, par sa srcem: žena, muškarac, tamna koža i svijetla koža, svijetla koža, tamna koža, žena
👩🏿‍❤‍👨🏼	muškarac, par sa srcem, par sa srcem: žena, muškarac, tamna koža i srednje svijetla koža, srednje svijetla koža, tamna koža, žena
👩🏿‍❤‍👨🏽	muškarac, ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, muškarac, tamna koža i ni svijetla ni tamna koža, tamna koža, žena
👩🏿‍❤‍👨🏾	muškarac, par sa srcem, srednje tamna koža, tamna koža, žena
👩🏿‍❤‍👨🏿	muškarac, par sa srcem, tamna koža, žena
👩🏻‍❤‍👩🏻	par sa srcem, par sa srcem: žena, žena i svijetla koža, svijetla koža, žena
👩🏻‍❤‍👩🏼	par sa srcem, par sa srcem: žena, žena, svijetla koža i srednje svijetla koža, srednje svijetla koža, svijetla koža, žena
👩🏻‍❤‍👩🏽	ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, žena, svijetla koža i ni svijetla ni tamna koža, svijetla koža, žena
👩🏻‍❤‍👩🏾	par sa srcem, par sa srcem: žena, žena, svijetla koža i srednje tamna koža, srednje tamna koža, svijetla koža, žena
👩🏻‍❤‍👩🏿	par sa srcem, par sa srcem: žena, žena, svijetla koža i tamna koža, svijetla koža, tamna koža, žena
👩🏼‍❤‍👩🏻	par sa srcem, par sa srcem: žena, žena, srednje svijetla koža i svijetla koža, srednje svijetla koža, svijetla koža, žena
👩🏼‍❤‍👩🏼	par sa srcem, par sa srcem: žena, žena i srednje svijetla koža, srednje svijetla koža, žena
👩🏼‍❤‍👩🏽	ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, žena, srednje svijetla koža i ni svijetla ni tamna koža, srednje svijetla koža, žena
👩🏼‍❤‍👩🏾	par sa srcem, par sa srcem: žena, žena, srednje svijetla koža i srednje tamna koža, srednje svijetla koža, srednje tamna koža, žena
👩🏼‍❤‍👩🏿	par sa srcem, par sa srcem: žena, žena, srednje svijetla koža i tamna koža, srednje svijetla koža, tamna koža, žena
👩🏽‍❤‍👩🏻	ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, žena, ni svijetla ni tamna koža i svijetla koža, svijetla koža, žena
👩🏽‍❤‍👩🏼	ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, žena, ni svijetla ni tamna koža i srednje svijetla koža, srednje svijetla koža, žena
👩🏽‍❤‍👩🏽	ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, žena i ni svijetla ni tamna koža, žena
👩🏽‍❤‍👩🏾	ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, žena, ni svijetla ni tamna koža i srednje tamna koža, srednje tamna koža, žena
👩🏽‍❤‍👩🏿	ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, žena, ni svijetla ni tamna koža i tamna koža, tamna koža, žena
👩🏾‍❤‍👩🏻	par sa srcem, par sa srcem: žena, žena, srednje tamna koža i svijetla koža, srednje tamna koža, svijetla koža, žena
👩🏾‍❤‍👩🏼	par sa srcem, par sa srcem: žena, žena, srednje tamna koža i srednje svijetla koža, srednje svijetla koža, srednje tamna koža, žena
👩🏾‍❤‍👩🏽	ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, žena, srednje tamna koža i ni svijetla ni tamna koža, srednje tamna koža, žena
👩🏾‍❤‍👩🏾	par sa srcem, srednje tamna koža, žena
👩🏾‍❤‍👩🏿	par sa srcem, srednje tamna koža, tamna koža, žena
👩🏿‍❤‍👩🏻	par sa srcem, par sa srcem: žena, žena, tamna koža i svijetla koža, svijetla koža, tamna koža, žena
👩🏿‍❤‍👩🏼	par sa srcem, par sa srcem: žena, žena, tamna koža i srednje svijetla koža, srednje svijetla koža, tamna koža, žena
👩🏿‍❤‍👩🏽	ni svijetla ni tamna koža, par sa srcem, par sa srcem: žena, žena, tamna koža i ni svijetla ni tamna koža, tamna koža, žena
👩🏿‍❤‍👩🏾	par sa srcem, srednje tamna koža, tamna koža, žena
👩🏿‍❤‍👩🏿	par sa srcem, tamna koža, žena
👩‍🦰	crvena kosa, odrasla osoba, žena
👩🏻‍🦰	crvena kosa, odrasla osoba, svijetla koža, žena, žena: svijetla koža i crvena kosa
👩🏼‍🦰	crvena kosa, odrasla osoba, srednje svijetla koža, žena, žena: srednje svijetla koža i crvena kosa
👩🏽‍🦰	crvena kosa, ni svijetla ni tamna koža, odrasla osoba, žena, žena: ni svijetla ni tamna koža i crvena kosa
👩🏾‍🦰	crvena kosa, odrasla osoba, srednje tamna koža, žena
👩🏿‍🦰	crvena kosa, odrasla osoba, tamna koža, žena
👩‍🦱	kovrdžava kosa, odrasla osoba, žena
👩🏻‍🦱	kovrdžava kosa, odrasla osoba, svijetla koža, žena, žena: svijetla koža i kovrdžava kosa
👩🏼‍🦱	kovrdžava kosa, odrasla osoba, srednje svijetla koža, žena, žena: srednje svijetla koža i kovrdžava kosa
👩🏽‍🦱	kovrdžava kosa, ni svijetla ni tamna koža, odrasla osoba, žena, žena: ni svijetla ni tamna koža i kovrdžava kosa
👩🏾‍🦱	kovrdžava kosa, odrasla osoba, srednje tamna koža, žena
👩🏿‍🦱	kovrdžava kosa, odrasla osoba, tamna koža, žena
👩‍🦳	odrasla osoba, sijeda kosa, žena, žena: sijeda kosa
👩🏻‍🦳	odrasla osoba, sijeda kosa, svijetla koža, žena, žena: svijetla koža i sijeda kosa
👩🏼‍🦳	odrasla osoba, sijeda kosa, srednje svijetla koža, žena, žena: srednje svijetla koža i sijeda kosa
👩🏽‍🦳	ni svijetla ni tamna koža, odrasla osoba, sijeda kosa, žena, žena: ni svijetla ni tamna koža i sijeda kosa
👩🏾‍🦳	odrasla osoba, sijeda kosa, srednje tamna koža, žena, žena: srednje tamna koža i sijeda kosa
👩🏿‍🦳	odrasla osoba, sijeda kosa, tamna koža, žena, žena: tamna koža i sijeda kosa
👩‍🦲	odrasla osoba, ćelav, žena
👩🏻‍🦲	odrasla osoba, svijetla koža, ćelav, žena, žena: svijetla koža i ćelav
👩🏼‍🦲	odrasla osoba, srednje svijetla koža, ćelav, žena, žena: srednje svijetla koža i ćelav
👩🏽‍🦲	ni svijetla ni tamna koža, odrasla osoba, ćelav, žena, žena: ni svijetla ni tamna koža i ćelav
👩🏾‍🦲	odrasla osoba, srednje tamna koža, ćelav, žena
👩🏿‍🦲	odrasla osoba, tamna koža, ćelav, žena
🧓	neodređen rod, odrasla osoba, rodno neutralno, starija odrasla osoba, starost
🧓🏻	neodređen rod, odrasla osoba, rodno neutralno, starija odrasla osoba, starija odrasla osoba: svijetla koža, starost, svijetla koža
🧓🏼	neodređen rod, odrasla osoba, rodno neutralno, srednje svijetla koža, starija odrasla osoba, starija odrasla osoba: srednje svijetla koža, starost
🧓🏽	neodređen rod, ni svijetla ni tamna koža, odrasla osoba, rodno neutralno, starija odrasla osoba, starija odrasla osoba: ni svijetla ni tamna koža, starost
🧓🏾	neodređen rod, odrasla osoba, rodno neutralno, srednje tamna koža, starija odrasla osoba, starost
🧓🏿	neodređen rod, odrasla osoba, rodno neutralno, starija odrasla osoba, starost, tamna koža
👴🏻	deda, deka, mudrost, muškarac, odrasla, osoba, starac, starac: svijetla koža, starost, svijetla koža
👴🏼	deda, deka, mudrost, muškarac, odrasla, osoba, srednje svijetla koža, starac, starac: srednje svijetla koža, starost
👴🏽	deda, deka, mudrost, muškarac, ni svijetla ni tamna koža, odrasla, osoba, starac, starac: ni svijetla ni tamna koža, starost
👵🏻	baba, baka, dama, mudrost, odrasla, osoba, starica, starica: svijetla koža, svijetla koža, žena
👵🏼	baba, baka, dama, mudrost, odrasla, osoba, srednje svijetla koža, starica, starica: srednje svijetla koža, žena
👵🏽	baba, baka, dama, mudrost, ni svijetla ni tamna koža, odrasla, osoba, starica, starica: ni svijetla ni tamna koža, žena
🙍🏻	frustrirana, gest, gestikulacija, iritirana, iznervirana, kretanje, mrštenje, namrštena, namrštena osoba: svijetla koža, nasekirana, nesrećna, nezadovoljna, osoba, razočarana, svijetla koža, uznemirena
🙍🏼	frustrirana, gest, gestikulacija, iritirana, iznervirana, kretanje, mrštenje, namrštena, namrštena osoba: srednje svijetla koža, nasekirana, nesrećna, nezadovoljna, osoba, razočarana, srednje svijetla koža, uznemirena
🙍🏽	frustrirana, gest, gestikulacija, iritirana, iznervirana, kretanje, mrštenje, namrštena, namrštena osoba: ni svijetla ni tamna koža, nasekirana, nesrećna, nezadovoljna, ni svijetla ni tamna koža, osoba, razočarana, uznemirena
🙍🏻‍♂	gestikulacija, mrštenje, muškarac, namršten, namršten muškarac: svijetla koža, svijetla koža
🙍🏼‍♂	gestikulacija, mrštenje, muškarac, namršten, namršten muškarac: srednje svijetla koža, srednje svijetla koža
🙍🏽‍♂	gestikulacija, mrštenje, muškarac, namršten, namršten muškarac: ni svijetla ni tamna koža, ni svijetla ni tamna koža
🙍🏻‍♀	mrštenje, namrštena žena, namrštena žena: svijetla koža, svijetla koža, žena
🙍🏼‍♀	mrštenje, namrštena žena, namrštena žena: srednje svijetla koža, srednje svijetla koža, žena
🙍🏽‍♀	mrštenje, namrštena žena, namrštena žena: ni svijetla ni tamna koža, ni svijetla ni tamna koža, žena
🙎🏻	cviljenje, durenje, grimasa, mrštenje, nadurena osoba: svijetla koža, nadureno, osoba, potišten, razočarenje, svijetla koža, uznemiren
🙎🏼	cviljenje, durenje, grimasa, mrštenje, nadurena osoba: srednje svijetla koža, nadureno, osoba, potišten, razočarenje, srednje svijetla koža, uznemiren
🙎🏽	cviljenje, durenje, grimasa, mrštenje, nadurena osoba: ni svijetla ni tamna koža, nadureno, ni svijetla ni tamna koža, osoba, potišten, razočarenje, uznemiren
🙎🏻‍♂	durenje, grimasa, muškarac, naduren muškarac: svijetla koža, nadureno, svijetla koža
🙎🏼‍♂	durenje, grimasa, muškarac, naduren muškarac: srednje svijetla koža, nadureno, srednje svijetla koža
🙎🏽‍♂	durenje, grimasa, muškarac, naduren muškarac: ni svijetla ni tamna koža, nadureno, ni svijetla ni tamna koža
🙎🏻‍♀	durenje, nadurena žena, nadurena žena: svijetla koža, svijetla koža, žena
🙎🏼‍♀	durenje, nadurena žena, nadurena žena: srednje svijetla koža, srednje svijetla koža, žena
🙎🏽‍♀	durenje, nadurena žena, nadurena žena: ni svijetla ni tamna koža, ni svijetla ni tamna koža, žena
🙅🏻	NE, gestikulacija, lice, nema, osoba koja pokazuje „ne“: svijetla koža, ruka, svijetla koža, zabranjeno
🙅🏼	NE, gestikulacija, lice, nema, osoba koja pokazuje „ne“: srednje svijetla koža, ruka, srednje svijetla koža, zabranjeno
🙅🏽	NE, gestikulacija, lice, nema, ni svijetla ni tamna koža, osoba koja pokazuje „ne“: ni svijetla ni tamna koža, ruka, zabranjeno
🙅🏻‍♂	gestikulacija, muškarac, muškarac pokazuje „ne“: svijetla koža, ne, ruka, svijetla koža, zabranjeno
🙅🏼‍♂	gestikulacija, muškarac, muškarac pokazuje „ne“: srednje svijetla koža, ne, ruka, srednje svijetla koža, zabranjeno
🙅🏽‍♂	gestikulacija, muškarac, muškarac pokazuje „ne“: ni svijetla ni tamna koža, ne, ni svijetla ni tamna koža, ruka, zabranjeno
🙅🏻‍♀	gestikulacija, ne, ruke, svijetla koža, žena, žena pokazuje „ne“, žena pokazuje „ne“: svijetla koža
🙅🏼‍♀	gestikulacija, ne, ruke, srednje svijetla koža, žena, žena pokazuje „ne“, žena pokazuje „ne“: srednje svijetla koža
🙅🏽‍♀	gestikulacija, ne, ni svijetla ni tamna koža, ruke, žena, žena pokazuje „ne“, žena pokazuje „ne“: ni svijetla ni tamna koža
🙆🏻	OK, gestikulacija, omg, osoba, osoba koja pokazuje „u redu“: svijetla koža, razgibavanje, ruka, svijetla koža
🙆🏼	OK, gestikulacija, omg, osoba, osoba koja pokazuje „u redu“: srednje svijetla koža, razgibavanje, ruka, srednje svijetla koža
🙆🏽	OK, gestikulacija, ni svijetla ni tamna koža, omg, osoba, osoba koja pokazuje „u redu“: ni svijetla ni tamna koža, razgibavanje, ruka
🙆🏻‍♂	OK, gestikulacija, muškarac, muškarac pokazuje „ok“: svijetla koža, omg, razgibavanje, ruka, svijetla koža
🙆🏼‍♂	OK, gestikulacija, muškarac, muškarac pokazuje „ok“: srednje svijetla koža, omg, razgibavanje, ruka, srednje svijetla koža
🙆🏽‍♂	OK, gestikulacija, muškarac, muškarac pokazuje „ok“: ni svijetla ni tamna koža, ni svijetla ni tamna koža, omg, razgibavanje, ruka
🙆🏻‍♀	gestikulacija, ok, ruke, svijetla koža, žena, žena pokazuje „ok“, žena pokazuje „ok“: svijetla koža
🙆🏼‍♀	gestikulacija, ok, ruke, srednje svijetla koža, žena, žena pokazuje „ok“, žena pokazuje „ok“: srednje svijetla koža
🙆🏽‍♀	gestikulacija, ni svijetla ni tamna koža, ok, ruke, žena, žena pokazuje „ok“, žena pokazuje „ok“: ni svijetla ni tamna koža
💁	elegantno, informacije, osoba koja daje informacije, pomoć, ruka
💁🏻	elegantno, informacije, osoba koja daje informacije, osoba koja daje informacije: svijetla koža, pomoć, ruka, svijetla koža
💁🏼	elegantno, informacije, osoba koja daje informacije, osoba koja daje informacije: srednje svijetla koža, pomoć, ruka, srednje svijetla koža
💁🏽	elegantno, informacije, ni svijetla ni tamna koža, osoba koja daje informacije, osoba koja daje informacije: ni svijetla ni tamna koža, pomoć, ruka
💁🏾	elegantno, informacije, osoba koja daje informacije, pomoć, ruka, srednje tamna koža
💁🏿	elegantno, informacije, osoba koja daje informacije, pomoć, ruka, tamna koža
