‾	bară deasupra, bară superioară, linie deasupra, linie superioară, supralinie
🦿	accesibilitate, picior mecanic, picior protetic, protetic, proteză, proteză de picior, proteză robotică
🦵	coapsă, gambă, genunchi, laba piciorului, membru, pas, picior, picior îndoit, pulpă, șut
🦵🏻	coapsă, gambă, genunchi, laba piciorului, membru, pas, picior, picior îndoit, picior: ton deschis al pielii, pulpă, ton deschis al pielii, șut
🦵🏼	coapsă, gambă, genunchi, laba piciorului, membru, pas, picior, picior îndoit, picior: ton semi‑deschis al pielii, pulpă, ton semi‑deschis al pielii, șut
🦵🏽	coapsă, gambă, genunchi, laba piciorului, membru, pas, picior, picior îndoit, picior: ton mediu al pielii, pulpă, ton mediu al pielii, șut
🦵🏾	coapsă, gambă, genunchi, laba piciorului, membru, pas, picior, picior îndoit, picior: ton semi‑închis al pielii, pulpă, ton semi‑închis al pielii, șut
🦵🏿	coapsă, gambă, genunchi, laba piciorului, membru, pas, picior, picior îndoit, picior: ton închis al pielii, pulpă, ton închis al pielii, șut
🦶	călcat, gleznă, laba piciorului, labă, picior, strivire, șut
🦶🏻	călcat, gleznă, laba piciorului, laba piciorului: ton deschis al pielii, labă, picior, strivire, ton deschis al pielii, șut
🦶🏼	călcat, gleznă, laba piciorului, laba piciorului: ton semi‑deschis al pielii, labă, picior, strivire, ton semi‑deschis al pielii, șut
🦶🏽	călcat, gleznă, laba piciorului, laba piciorului: ton mediu al pielii, labă, picior, strivire, ton mediu al pielii, șut
🦶🏾	călcat, gleznă, laba piciorului, laba piciorului: ton semi‑închis al pielii, labă, picior, strivire, ton semi‑închis al pielii, șut
🦶🏿	călcat, gleznă, laba piciorului, laba piciorului: ton închis al pielii, labă, picior, strivire, ton închis al pielii, șut
👂️	asculta, auz, cap, corp, sunet, trage cu urechea, ureche, urechi
👂🏻	asculta, auz, cap, corp, sunet, ton deschis al pielii, trage cu urechea, ureche, ureche: ton deschis al pielii, urechi
👂🏼	asculta, auz, cap, corp, sunet, ton semi‑deschis al pielii, trage cu urechea, ureche, ureche: ton semi‑deschis al pielii, urechi
👂🏽	asculta, auz, cap, corp, sunet, ton mediu al pielii, trage cu urechea, ureche, ureche: ton mediu al pielii, urechi
👂🏾	asculta, auz, cap, corp, sunet, ton semi‑închis al pielii, trage cu urechea, ureche, ureche: ton semi‑închis al pielii, urechi
👂🏿	asculta, auz, cap, corp, sunet, ton închis al pielii, trage cu urechea, ureche, ureche: ton închis al pielii, urechi
🦻	accesibilitate, aparat auditiv, deficiențe auditive, deficiență de auz, hipoacuzie, surd, surzenie, ureche cu aparat auditiv, ureche cu proteză auditivă
🦻🏻	accesibilitate, aparat auditiv, deficiențe auditive, deficiență de auz, hipoacuzie, surd, surzenie, ton deschis al pielii, ureche cu aparat auditiv, ureche cu proteză auditivă, ureche cu proteză auditivă: ton deschis al pielii
🦻🏼	accesibilitate, aparat auditiv, deficiențe auditive, deficiență de auz, hipoacuzie, surd, surzenie, ton semi‑deschis al pielii, ureche cu aparat auditiv, ureche cu proteză auditivă, ureche cu proteză auditivă: ton semi‑deschis al pielii
🦻🏽	accesibilitate, aparat auditiv, deficiențe auditive, deficiență de auz, hipoacuzie, surd, surzenie, ton mediu al pielii, ureche cu aparat auditiv, ureche cu proteză auditivă, ureche cu proteză auditivă: ton mediu al pielii
🦻🏾	accesibilitate, aparat auditiv, deficiențe auditive, deficiență de auz, hipoacuzie, surd, surzenie, ton semi‑închis al pielii, ureche cu aparat auditiv, ureche cu proteză auditivă, ureche cu proteză auditivă: ton semi‑închis al pielii
🦻🏿	accesibilitate, aparat auditiv, deficiențe auditive, deficiență de auz, hipoacuzie, surd, surzenie, ton închis al pielii, ureche cu aparat auditiv, ureche cu proteză auditivă, ureche cu proteză auditivă: ton închis al pielii
👃	bagă nasul, băgăcios, corp, curios, miroase, miros, nas, nări
👃🏻	bagă nasul, băgăcios, corp, curios, miroase, miros, nas, nas: ton deschis al pielii, nări, ton deschis al pielii
👃🏼	bagă nasul, băgăcios, corp, curios, miroase, miros, nas, nas: ton semi‑deschis al pielii, nări, ton semi‑deschis al pielii
👃🏽	bagă nasul, băgăcios, corp, curios, miroase, miros, nas, nas: ton mediu al pielii, nări, ton mediu al pielii
👃🏾	bagă nasul, băgăcios, corp, curios, miroase, miros, nas, nas: ton semi‑închis al pielii, nări, ton semi‑închis al pielii
👃🏿	bagă nasul, băgăcios, corp, curios, miroase, miros, nas, nas: ton închis al pielii, nări, ton închis al pielii
🧠	creier, deștept, inteligent, inteligență
🫀	anatomic, cardiologie, cord, inimă, organ, puls
🫁	expirare, inhalare, inspirare, organ, plămâni, respirare, respirație
🦷	alb, dentist, dinte, dinți, măsele, stomatolog
🦴	câine, iadeș, mâncare, oase, os, schelet
👀	corp, căsca ochii, doamne ferește, doi, doi ochi, față, mă uit, ochi, ochi căscați, omg, poftim, privire, trage cu ochiul, uita, vedea, văd
👁️	1 ochi, corp, ochi, un ochi, vedere
👅	corp, gust, limbă, linge, lins, sorbi
👄	buze, corp, dinți, frumusețe, gură, pupic, ruj, sărut
🫦	anxietate, buză mușcată, flirt, frică, neliniște, neplăcut, nervozitate, ruj, sărut, îngrijorare
👶	bebe, bebeluș, bebeluși, copii, copil, copilaș, mic, nou-născut, prunc, sugar, tânăr, însărcinată
👶🏻	bebe, bebeluș, bebeluș: ton deschis al pielii, bebeluși, copii, copil, copilaș, mic, nou-născut, prunc, sugar, ton deschis al pielii, tânăr, însărcinată
👶🏼	bebe, bebeluș, bebeluș: ton semi‑deschis al pielii, bebeluși, copii, copil, copilaș, mic, nou-născut, prunc, sugar, ton semi‑deschis al pielii, tânăr, însărcinată
👶🏽	bebe, bebeluș, bebeluș: ton mediu al pielii, bebeluși, copii, copil, copilaș, mic, nou-născut, prunc, sugar, ton mediu al pielii, tânăr, însărcinată
👶🏾	bebe, bebeluș, bebeluș: ton semi‑închis al pielii, bebeluși, copii, copil, copilaș, mic, nou-născut, prunc, sugar, ton semi‑închis al pielii, tânăr, însărcinată
👶🏿	bebe, bebeluș, bebeluș: ton închis al pielii, bebeluși, copii, copil, copilaș, mic, nou-născut, prunc, sugar, ton închis al pielii, tânăr, însărcinată
🧒	copil, neutru, tânăr
🧒🏻	copil, copil: ton deschis al pielii, neutru, ton deschis al pielii, tânăr
🧒🏼	copil, copil: ton semi‑deschis al pielii, neutru, ton semi‑deschis al pielii, tânăr
🧒🏽	copil, copil: ton mediu al pielii, neutru, ton mediu al pielii, tânăr
🧒🏾	copil, copil: ton semi‑închis al pielii, neutru, ton semi‑închis al pielii, tânăr
🧒🏿	copil, copil: ton închis al pielii, neutru, ton închis al pielii, tânăr
👦	băiat, băiețandru, copil, flăcăiandru, mic, persoană, puștan, puști, tânăr
👦🏻	băiat, băiat: ton deschis al pielii, băiețandru, copil, flăcăiandru, mic, persoană, puștan, puști, ton deschis al pielii, tânăr
👦🏼	băiat, băiat: ton semi‑deschis al pielii, băiețandru, copil, flăcăiandru, mic, persoană, puștan, puști, ton semi‑deschis al pielii, tânăr
👦🏽	băiat, băiat: ton mediu al pielii, băiețandru, copil, flăcăiandru, mic, persoană, puștan, puști, ton mediu al pielii, tânăr
👦🏾	băiat, băiat: ton semi‑închis al pielii, băiețandru, copil, flăcăiandru, mic, persoană, puștan, puști, ton semi‑închis al pielii, tânăr
👦🏿	băiat, băiat: ton închis al pielii, băiețandru, copil, flăcăiandru, mic, persoană, puștan, puști, ton închis al pielii, tânăr
👧	Fecioară, breton, codițe, copil, fată, fetișcană, fiică, persoană, puștoaică, tinerețe, tânără, zodiac
👧🏻	Fecioară, breton, codițe, copil, fată, fată: ton deschis al pielii, fetișcană, fiică, persoană, puștoaică, tinerețe, ton deschis al pielii, tânără, zodiac
👧🏼	Fecioară, breton, codițe, copil, fată, fată: ton semi‑deschis al pielii, fetișcană, fiică, persoană, puștoaică, tinerețe, ton semi‑deschis al pielii, tânără, zodiac
👧🏽	Fecioară, breton, codițe, copil, fată, fată: ton mediu al pielii, fetișcană, fiică, persoană, puștoaică, tinerețe, ton mediu al pielii, tânără, zodiac
👧🏾	Fecioară, breton, codițe, copil, fată, fată: ton semi‑închis al pielii, fetișcană, fiică, persoană, puștoaică, tinerețe, ton semi‑închis al pielii, tânără, zodiac
👧🏿	Fecioară, breton, codițe, copil, fată, fată: ton închis al pielii, fetișcană, fiică, persoană, puștoaică, tinerețe, ton închis al pielii, tânără, zodiac
🧑	adult, neutru, persoană
🧑🏻	adult, adult: ton deschis al pielii, neutru, persoană, ton deschis al pielii
🧑🏼	adult, adult: ton semi‑deschis al pielii, neutru, persoană, ton semi‑deschis al pielii
🧑🏽	adult, adult: ton mediu al pielii, neutru, persoană, ton mediu al pielii
🧑🏾	adult, adult: ton semi‑închis al pielii, neutru, persoană, ton semi‑închis al pielii
🧑🏿	adult, adult: ton închis al pielii, neutru, persoană, ton închis al pielii
👱	blond, față, om, persoană, persoană blondă, persoană cu păr blond, păr
👱🏻	blond, față, om, persoană, persoană blondă, persoană blondă: ton deschis al pielii, persoană cu păr blond, păr, ton deschis al pielii
👱🏼	blond, față, om, persoană, persoană blondă, persoană blondă: ton semi‑deschis al pielii, persoană cu păr blond, păr, ton semi‑deschis al pielii
👱🏽	blond, față, om, persoană, persoană blondă, persoană blondă: ton mediu al pielii, persoană cu păr blond, păr, ton mediu al pielii
👱🏾	blond, față, om, persoană, persoană blondă, persoană blondă: ton semi‑închis al pielii, persoană cu păr blond, păr, ton semi‑închis al pielii
👱🏿	blond, față, om, persoană, persoană blondă, persoană blondă: ton închis al pielii, persoană cu păr blond, păr, ton închis al pielii
🧑🏻‍❤‍💋‍🧑🏼	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton deschis al pielii, ton semi‑deschis al pielii, ton deschis al pielii, ton semi‑deschis al pielii, întâlnire
🧑🏻‍❤‍💋‍🧑🏽	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton deschis al pielii, ton mediu al pielii, ton deschis al pielii, ton mediu al pielii, întâlnire
🧑🏻‍❤‍💋‍🧑🏾	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton deschis al pielii, ton semi‑închis al pielii, ton deschis al pielii, ton semi‑închis al pielii, întâlnire
🧑🏻‍❤‍💋‍🧑🏿	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton deschis al pielii, ton închis al pielii, ton deschis al pielii, ton închis al pielii, întâlnire
🧑🏼‍❤‍💋‍🧑🏻	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton semi‑deschis al pielii, ton deschis al pielii, ton deschis al pielii, ton semi‑deschis al pielii, întâlnire
🧑🏼‍❤‍💋‍🧑🏽	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton semi‑deschis al pielii, ton mediu al pielii, ton mediu al pielii, ton semi‑deschis al pielii, întâlnire
🧑🏼‍❤‍💋‍🧑🏾	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton semi‑deschis al pielii, ton semi‑închis al pielii, ton semi‑deschis al pielii, ton semi‑închis al pielii, întâlnire
🧑🏼‍❤‍💋‍🧑🏿	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton semi‑deschis al pielii, ton închis al pielii, ton semi‑deschis al pielii, ton închis al pielii, întâlnire
🧑🏽‍❤‍💋‍🧑🏻	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton mediu al pielii, ton deschis al pielii, ton deschis al pielii, ton mediu al pielii, întâlnire
🧑🏽‍❤‍💋‍🧑🏼	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton mediu al pielii, ton semi‑deschis al pielii, ton mediu al pielii, ton semi‑deschis al pielii, întâlnire
🧑🏽‍❤‍💋‍🧑🏾	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton mediu al pielii, ton semi‑închis al pielii, ton mediu al pielii, ton semi‑închis al pielii, întâlnire
🧑🏽‍❤‍💋‍🧑🏿	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton mediu al pielii, ton închis al pielii, ton mediu al pielii, ton închis al pielii, întâlnire
🧑🏾‍❤‍💋‍🧑🏻	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton semi‑închis al pielii, ton deschis al pielii, ton deschis al pielii, ton semi‑închis al pielii, întâlnire
🧑🏾‍❤‍💋‍🧑🏼	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton semi‑închis al pielii, ton semi‑deschis al pielii, ton semi‑deschis al pielii, ton semi‑închis al pielii, întâlnire
🧑🏾‍❤‍💋‍🧑🏽	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton semi‑închis al pielii, ton mediu al pielii, ton mediu al pielii, ton semi‑închis al pielii, întâlnire
🧑🏾‍❤‍💋‍🧑🏿	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton semi‑închis al pielii, ton închis al pielii, ton semi‑închis al pielii, ton închis al pielii, întâlnire
🧑🏿‍❤‍💋‍🧑🏻	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton închis al pielii, ton deschis al pielii, ton deschis al pielii, ton închis al pielii, întâlnire
🧑🏿‍❤‍💋‍🧑🏼	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton închis al pielii, ton semi‑deschis al pielii, ton semi‑deschis al pielii, ton închis al pielii, întâlnire
🧑🏿‍❤‍💋‍🧑🏽	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton închis al pielii, ton mediu al pielii, ton mediu al pielii, ton închis al pielii, întâlnire
🧑🏿‍❤‍💋‍🧑🏾	adult, aniversare, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: adult, adult, ton închis al pielii, ton semi‑închis al pielii, ton semi‑închis al pielii, ton închis al pielii, întâlnire
🧑🏻‍❤‍🧑🏼	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton deschis al pielii, ton semi‑deschis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton deschis al pielii, ton semi‑deschis al pielii
🧑🏻‍❤‍🧑🏽	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton deschis al pielii, ton mediu al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton deschis al pielii, ton mediu al pielii
🧑🏻‍❤‍🧑🏾	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton deschis al pielii, ton semi‑închis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton deschis al pielii, ton semi‑închis al pielii
🧑🏻‍❤‍🧑🏿	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton deschis al pielii, ton închis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton deschis al pielii, ton închis al pielii
🧑🏼‍❤‍🧑🏻	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton semi‑deschis al pielii, ton deschis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton deschis al pielii, ton semi‑deschis al pielii
🧑🏼‍❤‍🧑🏽	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton semi‑deschis al pielii, ton mediu al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton mediu al pielii, ton semi‑deschis al pielii
🧑🏼‍❤‍🧑🏾	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton semi‑deschis al pielii, ton semi‑închis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton semi‑deschis al pielii, ton semi‑închis al pielii
🧑🏼‍❤‍🧑🏿	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton semi‑deschis al pielii, ton închis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton semi‑deschis al pielii, ton închis al pielii
🧑🏽‍❤‍🧑🏻	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton mediu al pielii, ton deschis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton deschis al pielii, ton mediu al pielii
🧑🏽‍❤‍🧑🏼	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton mediu al pielii, ton semi‑deschis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton mediu al pielii, ton semi‑deschis al pielii
🧑🏽‍❤‍🧑🏾	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton mediu al pielii, ton semi‑închis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton mediu al pielii, ton semi‑închis al pielii
🧑🏽‍❤‍🧑🏿	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton mediu al pielii, ton închis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton mediu al pielii, ton închis al pielii
🧑🏾‍❤‍🧑🏻	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton semi‑închis al pielii, ton deschis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton deschis al pielii, ton semi‑închis al pielii
🧑🏾‍❤‍🧑🏼	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton semi‑închis al pielii, ton semi‑deschis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton semi‑deschis al pielii, ton semi‑închis al pielii
🧑🏾‍❤‍🧑🏽	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton semi‑închis al pielii, ton mediu al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton mediu al pielii, ton semi‑închis al pielii
🧑🏾‍❤‍🧑🏿	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton semi‑închis al pielii, ton închis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton semi‑închis al pielii, ton închis al pielii
🧑🏿‍❤‍🧑🏻	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton închis al pielii, ton deschis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton deschis al pielii, ton închis al pielii
🧑🏿‍❤‍🧑🏼	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton închis al pielii, ton semi‑deschis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton semi‑deschis al pielii, ton închis al pielii
🧑🏿‍❤‍🧑🏽	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton închis al pielii, ton mediu al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton mediu al pielii, ton închis al pielii
🧑🏿‍❤‍🧑🏾	adult, aniversare, cuplu, cuplu cu inimă, cuplu cu inimă: adult, adult, ton închis al pielii, ton semi‑închis al pielii, doi, dragoste, inimioară, inimă, iubire, pupic, romantic, sărut, ton semi‑închis al pielii, ton închis al pielii
🧑‍🦰	adult, adult: păr roșcat, neutru, persoană, păr roșcat
🧑🏻‍🦰	adult, adult: ton deschis al pielii, păr roșcat, neutru, persoană, păr roșcat, ton deschis al pielii
🧑🏼‍🦰	adult, adult: ton semi‑deschis al pielii, păr roșcat, neutru, persoană, păr roșcat, ton semi‑deschis al pielii
🧑🏽‍🦰	adult, adult: ton mediu al pielii, păr roșcat, neutru, persoană, păr roșcat, ton mediu al pielii
🧑🏾‍🦰	adult, adult: ton semi‑închis al pielii, păr roșcat, neutru, persoană, păr roșcat, ton semi‑închis al pielii
🧑🏿‍🦰	adult, adult: ton închis al pielii, păr roșcat, neutru, persoană, păr roșcat, ton închis al pielii
🧑‍🦱	adult, adult: păr creț, neutru, persoană, păr creț
🧑🏻‍🦱	adult, adult: ton deschis al pielii, păr creț, neutru, persoană, păr creț, ton deschis al pielii
🧑🏼‍🦱	adult, adult: ton semi‑deschis al pielii, păr creț, neutru, persoană, păr creț, ton semi‑deschis al pielii
🧑🏽‍🦱	adult, adult: ton mediu al pielii, păr creț, neutru, persoană, păr creț, ton mediu al pielii
🧑🏾‍🦱	adult, adult: ton semi‑închis al pielii, păr creț, neutru, persoană, păr creț, ton semi‑închis al pielii
🧑🏿‍🦱	adult, adult: ton închis al pielii, păr creț, neutru, persoană, păr creț, ton închis al pielii
🧑‍🦳	adult, adult: păr alb, neutru, persoană, păr alb
🧑🏻‍🦳	adult, adult: ton deschis al pielii, păr alb, neutru, persoană, păr alb, ton deschis al pielii
🧑🏼‍🦳	adult, adult: ton semi‑deschis al pielii, păr alb, neutru, persoană, păr alb, ton semi‑deschis al pielii
🧑🏽‍🦳	adult, adult: ton mediu al pielii, păr alb, neutru, persoană, păr alb, ton mediu al pielii
🧑🏾‍🦳	adult, adult: ton semi‑închis al pielii, păr alb, neutru, persoană, păr alb, ton semi‑închis al pielii
🧑🏿‍🦳	adult, adult: ton închis al pielii, păr alb, neutru, persoană, păr alb, ton închis al pielii
🧑‍🦲	adult, adult: chelie, chelie, neutru, persoană
🧑🏻‍🦲	adult, adult: ton deschis al pielii, chelie, chelie, neutru, persoană, ton deschis al pielii
🧑🏼‍🦲	adult, adult: ton semi‑deschis al pielii, chelie, chelie, neutru, persoană, ton semi‑deschis al pielii
🧑🏽‍🦲	adult, adult: ton mediu al pielii, chelie, chelie, neutru, persoană, ton mediu al pielii
🧑🏾‍🦲	adult, adult: ton semi‑închis al pielii, chelie, chelie, neutru, persoană, ton semi‑închis al pielii
🧑🏿‍🦲	adult, adult: ton închis al pielii, chelie, chelie, neutru, persoană, ton închis al pielii
👨	adult, amic, bro, băiat, bărbat, prieten
👨🏻	adult, amic, bro, băiat, bărbat, bărbat: ton deschis al pielii, prieten, ton deschis al pielii
👨🏼	adult, amic, bro, băiat, bărbat, bărbat: ton semi‑deschis al pielii, prieten, ton semi‑deschis al pielii
👨🏽	adult, amic, bro, băiat, bărbat, bărbat: ton mediu al pielii, prieten, ton mediu al pielii
👨🏾	adult, amic, bro, băiat, bărbat, bărbat: ton semi‑închis al pielii, prieten, ton semi‑închis al pielii
👨🏿	adult, amic, bro, băiat, bărbat, bărbat: ton închis al pielii, prieten, ton închis al pielii
🧔	barbă, bărbat, bărbat cu barbă, bărbos, persoană, persoană cu barbă, păros
🧔🏻	barbă, bărbat, bărbat cu barbă, bărbat cu barbă: ton deschis al pielii, bărbos, persoană, persoană cu barbă, păros, ton deschis al pielii
🧔🏼	barbă, bărbat, bărbat cu barbă, bărbat cu barbă: ton semi‑deschis al pielii, bărbos, persoană, persoană cu barbă, păros, ton semi‑deschis al pielii
🧔🏽	barbă, bărbat, bărbat cu barbă, bărbat cu barbă: ton mediu al pielii, bărbos, persoană, persoană cu barbă, păros, ton mediu al pielii
🧔🏾	barbă, bărbat, bărbat cu barbă, bărbat cu barbă: ton semi‑închis al pielii, bărbos, persoană, persoană cu barbă, păros, ton semi‑închis al pielii
🧔🏿	barbă, bărbat, bărbat cu barbă, bărbat cu barbă: ton închis al pielii, bărbos, persoană, persoană cu barbă, păros, ton închis al pielii
🧔‍♂	barbă, bărbat, bărbat: barbă
🧔🏻‍♂	barbă, bărbat, bărbat: barbă, bărbat: ton deschis al pielii, barbă, ton deschis al pielii
🧔🏼‍♂	barbă, bărbat, bărbat: barbă, bărbat: ton semi‑deschis al pielii, barbă, ton semi‑deschis al pielii
🧔🏽‍♂	barbă, bărbat, bărbat: barbă, bărbat: ton mediu al pielii, barbă, ton mediu al pielii
🧔🏾‍♂	barbă, bărbat, bărbat: barbă, bărbat: ton semi‑închis al pielii, barbă, ton semi‑închis al pielii
🧔🏿‍♂	barbă, bărbat, bărbat: barbă, bărbat: ton închis al pielii, barbă, ton închis al pielii
👱‍♂	blond, bărbat, bărbat blond, bărbat cu păr blond, păr
👱🏻‍♂	blond, bărbat, bărbat blond: ton deschis al pielii, bărbat cu păr blond, păr, ton deschis al pielii
👱🏼‍♂	blond, bărbat, bărbat blond: ton semi‑deschis al pielii, bărbat cu păr blond, păr, ton semi‑deschis al pielii
👱🏽‍♂	blond, bărbat, bărbat blond: ton mediu al pielii, bărbat cu păr blond, păr, ton mediu al pielii
👱🏾‍♂	blond, bărbat, bărbat blond: ton semi‑închis al pielii, bărbat cu păr blond, păr, ton semi‑închis al pielii
👱🏿‍♂	blond, bărbat, bărbat blond: ton închis al pielii, bărbat cu păr blond, păr, ton închis al pielii
👨🏻‍❤‍💋‍👨🏻	aniversare, bărbat, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: bărbat, bărbat, ton deschis al pielii, ton deschis al pielii, întâlnire
👨🏻‍❤‍💋‍👨🏼	aniversare, bărbat, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: bărbat, bărbat, ton deschis al pielii, ton semi‑deschis al pielii, ton deschis al pielii, ton semi‑deschis al pielii, întâlnire
👨🏻‍❤‍💋‍👨🏽	aniversare, bărbat, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: bărbat, bărbat, ton deschis al pielii, ton mediu al pielii, ton deschis al pielii, ton mediu al pielii, întâlnire
👨🏻‍❤‍💋‍👨🏾	aniversare, bărbat, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: bărbat, bărbat, ton deschis al pielii, ton semi‑închis al pielii, ton deschis al pielii, ton semi‑închis al pielii, întâlnire
👨🏻‍❤‍💋‍👨🏿	aniversare, bărbat, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: bărbat, bărbat, ton deschis al pielii, ton închis al pielii, ton deschis al pielii, ton închis al pielii, întâlnire
👨🏼‍❤‍💋‍👨🏻	aniversare, bărbat, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: bărbat, bărbat, ton semi‑deschis al pielii, ton deschis al pielii, ton deschis al pielii, ton semi‑deschis al pielii, întâlnire
👨🏼‍❤‍💋‍👨🏼	aniversare, bărbat, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: bărbat, bărbat, ton semi‑deschis al pielii, ton semi‑deschis al pielii, întâlnire
👨🏼‍❤‍💋‍👨🏽	aniversare, bărbat, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: bărbat, bărbat, ton semi‑deschis al pielii, ton mediu al pielii, ton mediu al pielii, ton semi‑deschis al pielii, întâlnire
👨🏼‍❤‍💋‍👨🏾	aniversare, bărbat, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: bărbat, bărbat, ton semi‑deschis al pielii, ton semi‑închis al pielii, ton semi‑deschis al pielii, ton semi‑închis al pielii, întâlnire
👨🏼‍❤‍💋‍👨🏿	aniversare, bărbat, cuplu, dragoste, inimă, iubire, pupic, romantic, sărut, sărut: bărbat, bărbat, ton semi‑deschis al pielii, ton închis al pielii, ton semi‑deschis al pielii, ton închis al pielii, întâlnire
