_	dash, line, low dash, underdash, underline, underscore
🙇🏽‍♂	apology, ask, beg, bow, bowing, favour, forgive, gesture, man, meditate, meditation, medium skin tone, pity, regret, sorry
🙇🏾‍♂	apology, ask, beg, bow, bowing, favour, forgive, gesture, man, meditate, meditation, medium-dark skin tone, pity, regret, sorry
🙇🏿‍♂	apology, ask, beg, bow, bowing, dark skin tone, favour, forgive, gesture, man, meditate, meditation, pity, regret, sorry
🙇‍♀	apology, ask, beg, bow, bowing, favour, forgive, gesture, meditate, meditation, pity, regret, sorry, woman
🙇🏻‍♀	apology, ask, beg, bow, bowing, favour, forgive, gesture, light skin tone, meditate, meditation, pity, regret, sorry, woman
🙇🏼‍♀	apology, ask, beg, bow, bowing, favour, forgive, gesture, meditate, meditation, medium-light skin tone, pity, regret, sorry, woman
🙇🏽‍♀	apology, ask, beg, bow, bowing, favour, forgive, gesture, meditate, meditation, medium skin tone, pity, regret, sorry, woman
🙇🏾‍♀	apology, ask, beg, bow, bowing, favour, forgive, gesture, meditate, meditation, medium-dark skin tone, pity, regret, sorry, woman
🙇🏿‍♀	apology, ask, beg, bow, bowing, dark skin tone, favour, forgive, gesture, meditate, meditation, pity, regret, sorry, woman
🧑‍⚖	judge, law
🧑🏻‍⚖	judge, law, light skin tone
🧑🏼‍⚖	judge, law, medium-light skin tone
🧑🏽‍⚖	judge, law, medium skin tone
🧑🏾‍⚖	judge, law, medium-dark skin tone
🧑🏿‍⚖	dark skin tone, judge, law
👨‍⚖	judge, justice, law, man
👨🏻‍⚖	judge, justice, law, light skin tone, man
👨🏼‍⚖	judge, justice, law, man, medium-light skin tone
👨🏽‍⚖	judge, justice, law, man, medium skin tone
👨🏾‍⚖	judge, justice, law, man, medium-dark skin tone
👨🏿‍⚖	dark skin tone, judge, justice, law, man
👩‍⚖	judge, justice, law, woman
👩🏻‍⚖	judge, justice, law, light skin tone, woman
👩🏼‍⚖	judge, justice, law, medium-light skin tone, woman
👩🏽‍⚖	judge, justice, law, medium skin tone, woman
👩🏾‍⚖	judge, justice, law, medium-dark skin tone, woman
👩🏿‍⚖	dark skin tone, judge, justice, law, woman
🧑‍🌾	farmer, gardener
🧑🏻‍🌾	farmer, gardener, light skin tone
🧑🏼‍🌾	farmer, gardener, medium-light skin tone
🧑🏽‍🌾	farmer, gardener, medium skin tone
🧑🏾‍🌾	farmer, gardener, medium-dark skin tone
🧑🏿‍🌾	dark skin tone, farmer, gardener
👨‍🌾	farmer, gardener, man
👨🏻‍🌾	farmer, gardener, light skin tone, man
👨🏼‍🌾	farmer, gardener, man, medium-light skin tone
👨🏽‍🌾	farmer, gardener, man, medium skin tone
👨🏾‍🌾	farmer, gardener, man, medium-dark skin tone
👨🏿‍🌾	dark skin tone, farmer, gardener, man
👩‍🌾	farmer, gardener, woman
👩🏻‍🌾	farmer, gardener, light skin tone, woman
👩🏼‍🌾	farmer, gardener, medium-light skin tone, woman
👩🏽‍🌾	farmer, gardener, medium skin tone, woman
👩🏾‍🌾	farmer, gardener, medium-dark skin tone, woman
👩🏿‍🌾	dark skin tone, farmer, gardener, woman
🧑‍🚒	fire engine, fire truck, firefighter
🧑🏻‍🚒	fire engine, fire truck, firefighter, light skin tone
🧑🏼‍🚒	fire engine, fire truck, firefighter, medium-light skin tone
🧑🏽‍🚒	fire engine, fire truck, firefighter, medium skin tone
🧑🏾‍🚒	fire engine, fire truck, firefighter, medium-dark skin tone
🧑🏿‍🚒	dark skin tone, fire engine, fire truck, firefighter
👨‍🚒	fire truck, firefighter, man
👨🏻‍🚒	fire truck, firefighter, light skin tone, man
👨🏼‍🚒	fire truck, firefighter, man, medium-light skin tone
👨🏽‍🚒	fire truck, firefighter, man, medium skin tone
👨🏾‍🚒	fire truck, firefighter, man, medium-dark skin tone
👨🏿‍🚒	dark skin tone, fire truck, firefighter, man
👩‍🚒	fire truck, firefighter, woman
👩🏻‍🚒	fire truck, firefighter, light skin tone, woman
👩🏼‍🚒	fire truck, firefighter, medium-light skin tone, woman
👩🏽‍🚒	fire truck, firefighter, medium skin tone, woman
👩🏾‍🚒	fire truck, firefighter, medium-dark skin tone, woman
👩🏿‍🚒	dark skin tone, fire truck, firefighter, woman
👷	build, construction, fix, hard hat, hat, man, person, rebuild, remodel, repair, work, worker
👷🏻	build, construction, fix, hard hat, hat, light skin tone, man, person, rebuild, remodel, repair, work, worker
👷🏼	build, construction, fix, hard hat, hat, man, medium-light skin tone, person, rebuild, remodel, repair, work, worker
👷🏽	build, construction, fix, hard hat, hat, man, medium skin tone, person, rebuild, remodel, repair, work, worker
👷🏾	build, construction, fix, hard hat, hat, man, medium-dark skin tone, person, rebuild, remodel, repair, work, worker
👷🏿	build, construction, dark skin tone, fix, hard hat, hat, man, person, rebuild, remodel, repair, work, worker
👷‍♂	build, construction, fix, hard hat, hat, man, rebuild, remodel, repair, work, worker
👷🏻‍♂	build, construction, fix, hard hat, hat, light skin tone, man, rebuild, remodel, repair, work, worker
👷🏼‍♂	build, construction, fix, hard hat, hat, man, medium-light skin tone, rebuild, remodel, repair, work, worker
👷🏽‍♂	build, construction, fix, hard hat, hat, man, medium skin tone, rebuild, remodel, repair, work, worker
👷🏾‍♂	build, construction, fix, hard hat, hat, man, medium-dark skin tone, rebuild, remodel, repair, work, worker
👷🏿‍♂	build, construction, dark skin tone, fix, hard hat, hat, man, rebuild, remodel, repair, work, worker
👷‍♀	build, construction, fix, hard hat, hat, man, rebuild, remodel, repair, woman, work, worker
👷🏻‍♀	build, construction, fix, hard hat, hat, light skin tone, man, rebuild, remodel, repair, woman, work, worker
👷🏼‍♀	build, construction, fix, hard hat, hat, man, medium-light skin tone, rebuild, remodel, repair, woman, work, worker
👷🏽‍♀	build, construction, fix, hard hat, hat, man, medium skin tone, rebuild, remodel, repair, woman, work, worker
👷🏾‍♀	build, construction, fix, hard hat, hat, man, medium-dark skin tone, rebuild, remodel, repair, woman, work, worker
👷🏿‍♀	build, construction, dark skin tone, fix, hard hat, hat, man, rebuild, remodel, repair, woman, work, worker
🤵	groom, person, person in tux, person in tuxedo, tuxedo
🤵🏻	groom, light skin tone, person, person in tux, person in tuxedo, tuxedo
🤵🏼	groom, medium-light skin tone, person, person in tux, person in tuxedo, tuxedo
🤵🏽	groom, medium skin tone, person, person in tux, person in tuxedo, tuxedo
🤵🏾	groom, medium-dark skin tone, person, person in tux, person in tuxedo, tuxedo
🤵🏿	dark skin tone, groom, person, person in tux, person in tuxedo, tuxedo
🤵‍♂	man, man in tux, man in tuxedo, tuxedo
🤵🏻‍♂	light skin tone, man, man in tux, man in tuxedo, tuxedo
🤵🏼‍♂	man, man in tux, man in tuxedo, medium-light skin tone, tuxedo
🤵🏽‍♂	man, man in tux, man in tuxedo, medium skin tone, tuxedo
🤵🏾‍♂	man, man in tux, man in tuxedo, medium-dark skin tone, tuxedo
🤵🏿‍♂	dark skin tone, man, man in tux, man in tuxedo, tuxedo
🤵‍♀	tuxedo, woman, woman in tux, woman in tuxedo
🤵🏻‍♀	light skin tone, tuxedo, woman, woman in tux, woman in tuxedo
🤵🏼‍♀	medium-light skin tone, tuxedo, woman, woman in tux, woman in tuxedo
🤵🏽‍♀	medium skin tone, tuxedo, woman, woman in tux, woman in tuxedo
🤵🏾‍♀	medium-dark skin tone, tuxedo, woman, woman in tux, woman in tuxedo
🤵🏿‍♀	dark skin tone, tuxedo, woman, woman in tux, woman in tuxedo
🤶	Christmas, Mrs, Mrs Claus, celebration, claus, mother
🤶🏻	Christmas, Mrs, Mrs Claus: light skin tone, celebration, claus, light skin tone, mother
🤶🏼	Christmas, Mrs, Mrs Claus: medium-light skin tone, celebration, claus, medium-light skin tone, mother
🤶🏽	Christmas, Mrs, Mrs Claus: medium skin tone, celebration, claus, medium skin tone, mother
🤶🏾	Christmas, Mrs, Mrs Claus: medium-dark skin tone, celebration, claus, medium-dark skin tone, mother
🤶🏿	Christmas, Mrs, Mrs Claus: dark skin tone, celebration, claus, dark skin tone, mother
💇	barber, beauty, chop, cosmetology, cut, groom, hair, haircut, parlour, person, shears, style
💇🏻	barber, beauty, chop, cosmetology, cut, groom, hair, haircut, light skin tone, parlour, person, shears, style
💇🏼	barber, beauty, chop, cosmetology, cut, groom, hair, haircut, medium-light skin tone, parlour, person, shears, style
💇🏽	barber, beauty, chop, cosmetology, cut, groom, hair, haircut, medium skin tone, parlour, person, shears, style
💇🏾	barber, beauty, chop, cosmetology, cut, groom, hair, haircut, medium-dark skin tone, parlour, person, shears, style
💇🏿	barber, beauty, chop, cosmetology, cut, dark skin tone, groom, hair, haircut, parlour, person, shears, style
💇‍♂	barber, beauty, chop, cosmetology, cut, groom, hair, haircut, man, parlour, person, shears, style
💇🏻‍♂	barber, beauty, chop, cosmetology, cut, groom, hair, haircut, light skin tone, man, parlour, person, shears, style
💇🏼‍♂	barber, beauty, chop, cosmetology, cut, groom, hair, haircut, man, medium-light skin tone, parlour, person, shears, style
💇🏽‍♂	barber, beauty, chop, cosmetology, cut, groom, hair, haircut, man, medium skin tone, parlour, person, shears, style
💇🏾‍♂	barber, beauty, chop, cosmetology, cut, groom, hair, haircut, man, medium-dark skin tone, parlour, person, shears, style
💇🏿‍♂	barber, beauty, chop, cosmetology, cut, dark skin tone, groom, hair, haircut, man, parlour, person, shears, style
💇‍♀	barber, beauty, chop, cosmetology, cut, groom, hair, haircut, parlour, person, shears, style, woman
💇🏻‍♀	barber, beauty, chop, cosmetology, cut, groom, hair, haircut, light skin tone, parlour, person, shears, style, woman
💇🏼‍♀	barber, beauty, chop, cosmetology, cut, groom, hair, haircut, medium-light skin tone, parlour, person, shears, style, woman
💇🏽‍♀	barber, beauty, chop, cosmetology, cut, groom, hair, haircut, medium skin tone, parlour, person, shears, style, woman
💇🏾‍♀	barber, beauty, chop, cosmetology, cut, groom, hair, haircut, medium-dark skin tone, parlour, person, shears, style, woman
💇🏿‍♀	barber, beauty, chop, cosmetology, cut, dark skin tone, groom, hair, haircut, parlour, person, shears, style, woman
🧑‍🦯	accessibility, blind, person with guide cane, person with white cane
🧑🏻‍🦯	accessibility, blind, light skin tone, person with guide cane, person with guide cane: light skin tone, person with white cane
🧑🏼‍🦯	accessibility, blind, medium-light skin tone, person with guide cane, person with guide cane: medium-light skin tone, person with white cane
🧑🏽‍🦯	accessibility, blind, medium skin tone, person with guide cane, person with guide cane: medium skin tone, person with white cane
🧑🏾‍🦯	accessibility, blind, medium-dark skin tone, person with guide cane, person with guide cane: medium-dark skin tone, person with white cane
🧑🏿‍🦯	accessibility, blind, dark skin tone, person with guide cane, person with guide cane: dark skin tone, person with white cane
🧑‍🦯‍➡	accessibility, blind, person with guide cane, person with guide cane facing right, person with white cane
🧑🏻‍🦯‍➡	accessibility, blind, person with guide cane, person with guide cane facing right, person with white cane
🧑🏼‍🦯‍➡	accessibility, blind, person with guide cane, person with guide cane facing right, person with white cane
🧑🏽‍🦯‍➡	accessibility, blind, person with guide cane, person with guide cane facing right, person with white cane
🧑🏾‍🦯‍➡	accessibility, blind, person with guide cane, person with guide cane facing right, person with white cane
🧑🏿‍🦯‍➡	accessibility, blind, person with guide cane, person with guide cane facing right, person with white cane
👨‍🦯	accessibility, blind, man, man with guide cane
👨🏻‍🦯	accessibility, blind, light skin tone, man, man with guide cane, man with guide cane: light skin tone
👨🏼‍🦯	accessibility, blind, man, man with guide cane, man with guide cane: medium-light skin tone, medium-light skin tone
👨🏽‍🦯	accessibility, blind, man, man with guide cane, man with guide cane: medium skin tone, medium skin tone
👨🏾‍🦯	accessibility, blind, man, man with guide cane, man with guide cane: medium-dark skin tone, medium-dark skin tone
👨🏿‍🦯	accessibility, blind, dark skin tone, man, man with guide cane, man with guide cane: dark skin tone
👨‍🦯‍➡	accessibility, blind, man, man with guide cane, man with guide cane facing right
👨🏻‍🦯‍➡	accessibility, blind, man, man with guide cane, man with guide cane facing right
👨🏼‍🦯‍➡	accessibility, blind, man, man with guide cane, man with guide cane facing right
👨🏽‍🦯‍➡	accessibility, blind, man, man with guide cane, man with guide cane facing right
👨🏾‍🦯‍➡	accessibility, blind, man, man with guide cane, man with guide cane facing right
👨🏿‍🦯‍➡	accessibility, blind, man, man with guide cane, man with guide cane facing right
👩‍🦯	accessibility, blind, woman, woman with guide cane
👩🏻‍🦯	accessibility, blind, light skin tone, woman, woman with guide cane, woman with guide cane: light skin tone
👩🏼‍🦯	accessibility, blind, medium-light skin tone, woman, woman with guide cane, woman with guide cane: medium-light skin tone
👩🏽‍🦯	accessibility, blind, medium skin tone, woman, woman with guide cane, woman with guide cane: medium skin tone
👩🏾‍🦯	accessibility, blind, medium-dark skin tone, woman, woman with guide cane, woman with guide cane: medium-dark skin tone
👩🏿‍🦯	accessibility, blind, dark skin tone, woman, woman with guide cane, woman with guide cane: dark skin tone
👩‍🦯‍➡	accessibility, blind, woman, woman with guide cane, woman with guide cane facing right
👩🏻‍🦯‍➡	accessibility, blind, woman, woman with guide cane, woman with guide cane facing right
👩🏼‍🦯‍➡	accessibility, blind, woman, woman with guide cane, woman with guide cane facing right
👩🏽‍🦯‍➡	accessibility, blind, woman, woman with guide cane, woman with guide cane facing right
👩🏾‍🦯‍➡	accessibility, blind, woman, woman with guide cane, woman with guide cane facing right
👩🏿‍🦯‍➡	accessibility, blind, woman, woman with guide cane, woman with guide cane facing right
🧑‍🦼	accessibility, person in motorised wheelchair, person in powered wheelchair, wheelchair
🧑🏻‍🦼	accessibility, light skin tone, person in motorised wheelchair, person in powered wheelchair, person in powered wheelchair: light skin tone, wheelchair
🧑🏼‍🦼	accessibility, medium-light skin tone, person in motorised wheelchair, person in powered wheelchair, person in powered wheelchair: medium-light skin tone, wheelchair
🧑🏽‍🦼	accessibility, medium skin tone, person in motorised wheelchair, person in powered wheelchair, person in powered wheelchair: medium skin tone, wheelchair
🧑🏾‍🦼	accessibility, medium-dark skin tone, person in motorised wheelchair, person in powered wheelchair, person in powered wheelchair: medium-dark skin tone, wheelchair
🧑🏿‍🦼	accessibility, dark skin tone, person in motorised wheelchair, person in powered wheelchair, person in powered wheelchair: dark skin tone, wheelchair
🧑‍🦼‍➡	accessibility, person in motorised wheelchair, person in powered wheelchair, person in powered wheelchair facing right, wheelchair
🧑🏻‍🦼‍➡	accessibility, person in motorised wheelchair, person in powered wheelchair, person in powered wheelchair facing right, wheelchair
🧑🏼‍🦼‍➡	accessibility, person in motorised wheelchair, person in powered wheelchair, person in powered wheelchair facing right, wheelchair
🧑🏽‍🦼‍➡	accessibility, person in motorised wheelchair, person in powered wheelchair, person in powered wheelchair facing right, wheelchair
🧑🏾‍🦼‍➡	accessibility, person in motorised wheelchair, person in powered wheelchair, person in powered wheelchair facing right, wheelchair
🧑🏿‍🦼‍➡	accessibility, person in motorised wheelchair, person in powered wheelchair, person in powered wheelchair facing right, wheelchair
👨‍🦼	accessibility, man, man in powered wheelchair, wheelchair
👨🏻‍🦼	accessibility, light skin tone, man, man in powered wheelchair, man in powered wheelchair: light skin tone, wheelchair
👨🏼‍🦼	accessibility, man, man in powered wheelchair, man in powered wheelchair: medium-light skin tone, medium-light skin tone, wheelchair
👨🏽‍🦼	accessibility, man, man in powered wheelchair, man in powered wheelchair: medium skin tone, medium skin tone, wheelchair
👨🏾‍🦼	accessibility, man, man in powered wheelchair, man in powered wheelchair: medium-dark skin tone, medium-dark skin tone, wheelchair
👨🏿‍🦼	accessibility, dark skin tone, man, man in powered wheelchair, man in powered wheelchair: dark skin tone, wheelchair
👨‍🦼‍➡	accessibility, man, man in powered wheelchair, man in powered wheelchair facing right, wheelchair
👨🏻‍🦼‍➡	accessibility, man, man in powered wheelchair, man in powered wheelchair facing right, wheelchair
👨🏼‍🦼‍➡	accessibility, man, man in powered wheelchair, man in powered wheelchair facing right, wheelchair
👨🏽‍🦼‍➡	accessibility, man, man in powered wheelchair, man in powered wheelchair facing right, wheelchair
👨🏾‍🦼‍➡	accessibility, man, man in powered wheelchair, man in powered wheelchair facing right, wheelchair
👨🏿‍🦼‍➡	accessibility, man, man in powered wheelchair, man in powered wheelchair facing right, wheelchair
👩‍🦼	accessibility, wheelchair, woman, woman in powered wheelchair
👩🏻‍🦼	accessibility, light skin tone, wheelchair, woman, woman in powered wheelchair, woman in powered wheelchair: light skin tone
👩🏼‍🦼	accessibility, medium-light skin tone, wheelchair, woman, woman in powered wheelchair, woman in powered wheelchair: medium-light skin tone
👩🏽‍🦼	accessibility, medium skin tone, wheelchair, woman, woman in powered wheelchair, woman in powered wheelchair: medium skin tone
👩🏾‍🦼	accessibility, medium-dark skin tone, wheelchair, woman, woman in powered wheelchair, woman in powered wheelchair: medium-dark skin tone
👩🏿‍🦼	accessibility, dark skin tone, wheelchair, woman, woman in powered wheelchair, woman in powered wheelchair: dark skin tone
👩‍🦼‍➡	accessibility, wheelchair, woman, woman in powered wheelchair, woman in powered wheelchair facing right
👩🏻‍🦼‍➡	accessibility, wheelchair, woman, woman in powered wheelchair, woman in powered wheelchair facing right
👩🏼‍🦼‍➡	accessibility, wheelchair, woman, woman in powered wheelchair, woman in powered wheelchair facing right
👩🏽‍🦼‍➡	accessibility, wheelchair, woman, woman in powered wheelchair, woman in powered wheelchair facing right
👩🏾‍🦼‍➡	accessibility, wheelchair, woman, woman in powered wheelchair, woman in powered wheelchair facing right
👩🏿‍🦼‍➡	accessibility, wheelchair, woman, woman in powered wheelchair, woman in powered wheelchair facing right
🕺	dance, dancer, dancing, disco, elegant, festive, flair, flamenco, groove, let’s, man, salsa, tango
🕺🏻	dance, dancer, dancing, disco, elegant, festive, flair, flamenco, groove, let’s, light skin tone, man, salsa, tango
🕺🏼	dance, dancer, dancing, disco, elegant, festive, flair, flamenco, groove, let’s, man, medium-light skin tone, salsa, tango
🕺🏽	dance, dancer, dancing, disco, elegant, festive, flair, flamenco, groove, let’s, man, medium skin tone, salsa, tango
🕺🏾	dance, dancer, dancing, disco, elegant, festive, flair, flamenco, groove, let’s, man, medium-dark skin tone, salsa, tango
🕺🏿	dance, dancer, dancing, dark skin tone, disco, elegant, festive, flair, flamenco, groove, let’s, man, salsa, tango
🧖	day, luxurious, pamper, person, relax, room, sauna, spa, steam, steam bath, unwind
🧖🏻	day, light skin tone, luxurious, pamper, person, relax, room, sauna, spa, steam, steam bath, unwind
🧖🏼	day, luxurious, medium-light skin tone, pamper, person, relax, room, sauna, spa, steam, steam bath, unwind
🧖🏽	day, luxurious, medium skin tone, pamper, person, relax, room, sauna, spa, steam, steam bath, unwind
🧖🏾	day, luxurious, medium-dark skin tone, pamper, person, relax, room, sauna, spa, steam, steam bath, unwind
🧖🏿	dark skin tone, day, luxurious, pamper, person, relax, room, sauna, spa, steam, steam bath, unwind
🧖‍♂	day, luxurious, man, pamper, relax, room, sauna, spa, steam, steam bath, unwind
🧖🏻‍♂	day, light skin tone, luxurious, man, pamper, relax, room, sauna, spa, steam, steam bath, unwind
🧖🏼‍♂	day, luxurious, man, medium-light skin tone, pamper, relax, room, sauna, spa, steam, steam bath, unwind
🧖🏽‍♂	day, luxurious, man, medium skin tone, pamper, relax, room, sauna, spa, steam, steam bath, unwind
🧖🏾‍♂	day, luxurious, man, medium-dark skin tone, pamper, relax, room, sauna, spa, steam, steam bath, unwind
🧖🏿‍♂	dark skin tone, day, luxurious, man, pamper, relax, room, sauna, spa, steam, steam bath, unwind
🧖‍♀	day, luxurious, pamper, relax, room, sauna, spa, steam, steam bath, unwind, woman
🧖🏻‍♀	day, light skin tone, luxurious, pamper, relax, room, sauna, spa, steam, steam bath, unwind, woman
🧖🏼‍♀	day, luxurious, medium-light skin tone, pamper, relax, room, sauna, spa, steam, steam bath, unwind, woman
🧖🏽‍♀	day, luxurious, medium skin tone, pamper, relax, room, sauna, spa, steam, steam bath, unwind, woman
🧖🏾‍♀	day, luxurious, medium-dark skin tone, pamper, relax, room, sauna, spa, steam, steam bath, unwind, woman
🧖🏿‍♀	dark skin tone, day, luxurious, pamper, relax, room, sauna, spa, steam, steam bath, unwind, woman
🏌️	ball, birdie, caddy, driving, golf, golfing, green, person, putt, range, tee
🏌🏻	ball, birdie, caddy, driving, golf, golfing, green, light skin tone, person, putt, range, tee
🏌🏼	ball, birdie, caddy, driving, golf, golfing, green, medium-light skin tone, person, putt, range, tee
🏌🏽	ball, birdie, caddy, driving, golf, golfing, green, medium skin tone, person, putt, range, tee
🏌🏾	ball, birdie, caddy, driving, golf, golfing, green, medium-dark skin tone, person, putt, range, tee
🏌🏿	ball, birdie, caddy, dark skin tone, driving, golf, golfing, green, person, putt, range, tee
🏌‍♂	ball, birdie, caddy, driving, golf, golfing, green, man, putt, range, tee
🏌🏻‍♂	ball, birdie, caddy, driving, golf, golfing, green, light skin tone, man, putt, range, tee
🏌🏼‍♂	ball, birdie, caddy, driving, golf, golfing, green, man, medium-light skin tone, putt, range, tee
🏌🏽‍♂	ball, birdie, caddy, driving, golf, golfing, green, man, medium skin tone, putt, range, tee
🏌🏾‍♂	ball, birdie, caddy, driving, golf, golfing, green, man, medium-dark skin tone, putt, range, tee
🏌🏿‍♂	ball, birdie, caddy, dark skin tone, driving, golf, golfing, green, man, putt, range, tee
🏌‍♀	ball, birdie, caddy, driving, golf, golfing, green, putt, range, tee, woman
🏌🏻‍♀	ball, birdie, caddy, driving, golf, golfing, green, light skin tone, putt, range, tee, woman
🏌🏼‍♀	ball, birdie, caddy, driving, golf, golfing, green, medium-light skin tone, putt, range, tee, woman
🏌🏽‍♀	ball, birdie, caddy, driving, golf, golfing, green, medium skin tone, putt, range, tee, woman
🏌🏾‍♀	ball, birdie, caddy, driving, golf, golfing, green, medium-dark skin tone, putt, range, tee, woman
🏌🏿‍♀	ball, birdie, caddy, dark skin tone, driving, golf, golfing, green, putt, range, tee, woman
👬	Gemini, couple, holding hands, man, men holding hands, twins, zodiac
👬🏻	Gemini, couple, holding hands, light skin tone, man, men holding hands, twins, zodiac
👨🏻‍🤝‍👨🏼	Gemini, couple, holding hands, light skin tone, man, medium-light skin tone, men holding hands, twins, zodiac
👨🏻‍🤝‍👨🏽	Gemini, couple, holding hands, light skin tone, man, medium skin tone, men holding hands, twins, zodiac
👨🏻‍🤝‍👨🏾	Gemini, couple, holding hands, light skin tone, man, medium-dark skin tone, men holding hands, twins, zodiac
👨🏻‍🤝‍👨🏿	Gemini, couple, dark skin tone, holding hands, light skin tone, man, men holding hands, twins, zodiac
👨🏼‍🤝‍👨🏻	Gemini, couple, holding hands, light skin tone, man, medium-light skin tone, men holding hands, twins, zodiac
👬🏼	Gemini, couple, holding hands, man, medium-light skin tone, men holding hands, twins, zodiac
👨🏼‍🤝‍👨🏽	Gemini, couple, holding hands, man, medium skin tone, medium-light skin tone, men holding hands, twins, zodiac
👨🏼‍🤝‍👨🏾	Gemini, couple, holding hands, man, medium-dark skin tone, medium-light skin tone, men holding hands, twins, zodiac
👨🏼‍🤝‍👨🏿	Gemini, couple, dark skin tone, holding hands, man, medium-light skin tone, men holding hands, twins, zodiac
👨🏽‍🤝‍👨🏻	Gemini, couple, holding hands, light skin tone, man, medium skin tone, men holding hands, twins, zodiac
👨🏽‍🤝‍👨🏼	Gemini, couple, holding hands, man, medium skin tone, medium-light skin tone, men holding hands, twins, zodiac
👬🏽	Gemini, couple, holding hands, man, medium skin tone, men holding hands, twins, zodiac
👨🏽‍🤝‍👨🏾	Gemini, couple, holding hands, man, medium skin tone, medium-dark skin tone, men holding hands, twins, zodiac
👨🏽‍🤝‍👨🏿	Gemini, couple, dark skin tone, holding hands, man, medium skin tone, men holding hands, twins, zodiac
👨🏾‍🤝‍👨🏻	Gemini, couple, holding hands, light skin tone, man, medium-dark skin tone, men holding hands, twins, zodiac
👨🏾‍🤝‍👨🏼	Gemini, couple, holding hands, man, medium-dark skin tone, medium-light skin tone, men holding hands, twins, zodiac
👨🏾‍🤝‍👨🏽	Gemini, couple, holding hands, man, medium skin tone, medium-dark skin tone, men holding hands, twins, zodiac
👬🏾	Gemini, couple, holding hands, man, medium-dark skin tone, men holding hands, twins, zodiac
👨🏾‍🤝‍👨🏿	Gemini, couple, dark skin tone, holding hands, man, medium-dark skin tone, men holding hands, twins, zodiac
👨🏿‍🤝‍👨🏻	Gemini, couple, dark skin tone, holding hands, light skin tone, man, men holding hands, twins, zodiac
👨🏿‍🤝‍👨🏼	Gemini, couple, dark skin tone, holding hands, man, medium-light skin tone, men holding hands, twins, zodiac
👨🏿‍🤝‍👨🏽	Gemini, couple, dark skin tone, holding hands, man, medium skin tone, men holding hands, twins, zodiac
👨🏿‍🤝‍👨🏾	Gemini, couple, dark skin tone, holding hands, man, medium-dark skin tone, men holding hands, twins, zodiac
👬🏿	Gemini, couple, dark skin tone, holding hands, man, men holding hands, twins, zodiac
💏	anniversary, babe, bae, couple, date, dating, heart, kiss, love, muah, mwah, person, romance, together, xoxo
💏🏻	anniversary, babe, bae, couple, date, dating, heart, kiss, light skin tone, love, muah, mwah, person, romance, together, xoxo
💏🏼	anniversary, babe, bae, couple, date, dating, heart, kiss, love, medium-light skin tone, muah, mwah, person, romance, together, xoxo
💏🏽	anniversary, babe, bae, couple, date, dating, heart, kiss, love, medium skin tone, muah, mwah, person, romance, together, xoxo
💏🏾	anniversary, babe, bae, couple, date, dating, heart, kiss, love, medium-dark skin tone, muah, mwah, person, romance, together, xoxo
💏🏿	anniversary, babe, bae, couple, dark skin tone, date, dating, heart, kiss, love, muah, mwah, person, romance, together, xoxo
👩‍❤‍💋‍👨	anniversary, babe, bae, couple, date, dating, heart, kiss, love, man, muah, mwah, person, romance, together, woman, xoxo
👨‍❤‍💋‍👨	anniversary, babe, bae, couple, date, dating, heart, kiss, love, man, muah, mwah, person, romance, together, xoxo
👩‍❤‍💋‍👩	anniversary, babe, bae, couple, date, dating, heart, kiss, love, muah, mwah, person, romance, together, woman, xoxo
🫆	clue, crime, detective, fingerprint, forensics, identity, mystery, print, safety, security, trace
🦳	grey, hair, old, white
🦣	animal, extinction, large, mammoth, tusk, woolly, wooly
🦚	animal, bird, colourful, ornithology, ostentatious, peacock, peahen, pretty, proud
🐦‍⬛	blackbird
🐦‍🔥	fantasy, firebird, phoenix, rebirth, reincarnation
🪴	grow, house, nurturing, plant, potted plant
🫑	bell pepper, capsicum, pepper, sweet pepper, vegetable
🥬	bok choy, cabbage, kale, leafy green, lettuce, pak choi
🧄	flavouring, garlic
🧅	flavouring, onion
🫚	beer, ginger root, root, root ginger, spice
🫜	beetroot, garden, root, turnip, vegetable
🧇	breakfast, iron, unclear, vague, waffle
🥩	chop, cut of meat, lamb chop, pork chop, steak
🧂	condiment, flavour, mad, salt, salty, shaker, taste, upset
🥫	tinned food
🍥	cake, fish, fish cake with swirl, narutomaki, pastry, swirl
🥡	oyster pail, takeaway box, takeout box
🦑	animal, food, mollusc, squid
🍶	bar, beverage, bottle, cup, drink, sake, saké
🧉	drink, maté
🍴	breakfast, brekkie, cooking, cutlery, delicious, dinner, eat, feed, food, fork, hungry, knife, lunch, restaurant, yum, yummy
🏺	Aquarius, amphora, drink, jar, jug, zodiac
🗻	Fuji, Mount Fuji, mountain
🏛️	classical, classical building, column
🕌	Islam, Muslim, mosque, religion
🛕	Hindu, Hindu temple, temple
🕋	Islam, Kaaba, Muslim, religion
🛝	amusement park, play, playground slide, theme park
🎡	amusement park, ferris, theme park, wheel
🎢	amusement park, coaster, roller, theme park
🚃	car, electric, railway, railway carriage, train, tram, trolleybus
🚙	4x4, car, drive, off-road, recreational, sport, sportutility, suv, utility, vehicle
🦼	accessibility, powered wheelchair
🛺	auto rickshaw, tuk tuk, tuk-tuk
🛞	circle, turn, tyre, wheel
🛟	float, life preserver, life saver, lifebuoy, rescue, ring buoy, safety
🛫	aeroplane, airplane, check-in, departure, take-off
🪂	hang-glide, parachute, parasail, parascend, skydive
