‾	forbindelsesstreg, høj streg, overstreg, vinculum
👩🏾‍❤‍👨🏼	kvinde, kærlighed, mand, medium til lys teint, medium til mørk teint, par med hjerte, par med hjerte: kvinde, mand, medium til mørk teint og medium til lys teint, romantik
👩🏾‍❤‍👨🏽	kvinde, kærlighed, mand, medium teint, medium til mørk teint, par med hjerte, par med hjerte: kvinde, mand, medium til mørk teint og medium teint, romantik
👩🏾‍❤‍👨🏾	kvinde, kærlighed, mand, medium til mørk teint, par med hjerte, par med hjerte: kvinde, mand og medium til mørk teint, romantik
👩🏾‍❤‍👨🏿	kvinde, kærlighed, mand, medium til mørk teint, mørk teint, par med hjerte, par med hjerte: kvinde, mand, medium til mørk teint og mørk teint, romantik
👩🏿‍❤‍👨🏻	kvinde, kærlighed, lys teint, mand, mørk teint, par med hjerte, par med hjerte: kvinde, mand, mørk teint og lys teint, romantik
👩🏿‍❤‍👨🏼	kvinde, kærlighed, mand, medium til lys teint, mørk teint, par med hjerte, par med hjerte: kvinde, mand, mørk teint og medium til lys teint, romantik
👩🏿‍❤‍👨🏽	kvinde, kærlighed, mand, medium teint, mørk teint, par med hjerte, par med hjerte: kvinde, mand, mørk teint og medium teint, romantik
👩🏿‍❤‍👨🏾	kvinde, kærlighed, mand, medium til mørk teint, mørk teint, par med hjerte, par med hjerte: kvinde, mand, mørk teint og medium til mørk teint, romantik
👩🏿‍❤‍👨🏿	kvinde, kærlighed, mand, mørk teint, par med hjerte, par med hjerte: kvinde, mand og mørk teint, romantik
👩🏻‍❤‍👩🏻	kvinde, kærlighed, lys teint, par med hjerte, par med hjerte: kvinde, kvinde og lys teint, romantik
👩🏻‍❤‍👩🏼	kvinde, kærlighed, lys teint, medium til lys teint, par med hjerte, par med hjerte: kvinde, kvinde, lys teint og medium til lys teint, romantik
👩🏻‍❤‍👩🏽	kvinde, kærlighed, lys teint, medium teint, par med hjerte, par med hjerte: kvinde, kvinde, lys teint og medium teint, romantik
👩🏻‍❤‍👩🏾	kvinde, kærlighed, lys teint, medium til mørk teint, par med hjerte, par med hjerte: kvinde, kvinde, lys teint og medium til mørk teint, romantik
👩🏻‍❤‍👩🏿	kvinde, kærlighed, lys teint, mørk teint, par med hjerte, par med hjerte: kvinde, kvinde, lys teint og mørk teint, romantik
👩🏼‍❤‍👩🏻	kvinde, kærlighed, lys teint, medium til lys teint, par med hjerte, par med hjerte: kvinde, kvinde, medium til lys teint og lys teint, romantik
👩🏼‍❤‍👩🏼	kvinde, kærlighed, medium til lys teint, par med hjerte, par med hjerte: kvinde, kvinde og medium til lys teint, romantik
👩🏼‍❤‍👩🏽	kvinde, kærlighed, medium teint, medium til lys teint, par med hjerte, par med hjerte: kvinde, kvinde, medium til lys teint og medium teint, romantik
👩🏼‍❤‍👩🏾	kvinde, kærlighed, medium til lys teint, medium til mørk teint, par med hjerte, par med hjerte: kvinde, kvinde, medium til lys teint og medium til mørk teint, romantik
👩🏼‍❤‍👩🏿	kvinde, kærlighed, medium til lys teint, mørk teint, par med hjerte, par med hjerte: kvinde, kvinde, medium til lys teint og mørk teint, romantik
👩🏽‍❤‍👩🏻	kvinde, kærlighed, lys teint, medium teint, par med hjerte, par med hjerte: kvinde, kvinde, medium teint og lys teint, romantik
👩🏽‍❤‍👩🏼	kvinde, kærlighed, medium teint, medium til lys teint, par med hjerte, par med hjerte: kvinde, kvinde, medium teint og medium til lys teint, romantik
👩🏽‍❤‍👩🏽	kvinde, kærlighed, medium teint, par med hjerte, par med hjerte: kvinde, kvinde og medium teint, romantik
👩🏽‍❤‍👩🏾	kvinde, kærlighed, medium teint, medium til mørk teint, par med hjerte, par med hjerte: kvinde, kvinde, medium teint og medium til mørk teint, romantik
👩🏽‍❤‍👩🏿	kvinde, kærlighed, medium teint, mørk teint, par med hjerte, par med hjerte: kvinde, kvinde, medium teint og mørk teint, romantik
👩🏾‍❤‍👩🏻	kvinde, kærlighed, lys teint, medium til mørk teint, par med hjerte, par med hjerte: kvinde, kvinde, medium til mørk teint og lys teint, romantik
👩🏾‍❤‍👩🏼	kvinde, kærlighed, medium til lys teint, medium til mørk teint, par med hjerte, par med hjerte: kvinde, kvinde, medium til mørk teint og medium til lys teint, romantik
👩🏾‍❤‍👩🏽	kvinde, kærlighed, medium teint, medium til mørk teint, par med hjerte, par med hjerte: kvinde, kvinde, medium til mørk teint og medium teint, romantik
👩🏾‍❤‍👩🏾	kvinde, kærlighed, medium til mørk teint, par med hjerte, par med hjerte: kvinde, kvinde og medium til mørk teint, romantik
👩🏾‍❤‍👩🏿	kvinde, kærlighed, medium til mørk teint, mørk teint, par med hjerte, par med hjerte: kvinde, kvinde, medium til mørk teint og mørk teint, romantik
👩🏿‍❤‍👩🏻	kvinde, kærlighed, lys teint, mørk teint, par med hjerte, par med hjerte: kvinde, kvinde, mørk teint og lys teint, romantik
👩🏿‍❤‍👩🏼	kvinde, kærlighed, medium til lys teint, mørk teint, par med hjerte, par med hjerte: kvinde, kvinde, mørk teint og medium til lys teint, romantik
👩🏿‍❤‍👩🏽	kvinde, kærlighed, medium teint, mørk teint, par med hjerte, par med hjerte: kvinde, kvinde, mørk teint og medium teint, romantik
👩🏿‍❤‍👩🏾	kvinde, kærlighed, medium til mørk teint, mørk teint, par med hjerte, par med hjerte: kvinde, kvinde, mørk teint og medium til mørk teint, romantik
👩🏿‍❤‍👩🏿	kvinde, kærlighed, mørk teint, par med hjerte, par med hjerte: kvinde, kvinde og mørk teint, romantik
👩‍🦰	kvinde, kvinde: rødt hår, menneske, person, rødt hår
👩🏻‍🦰	kvinde, kvinde: lys teint og rødt hår, lys teint, menneske, person, rødt hår
👩🏼‍🦰	kvinde, kvinde: medium til lys teint og rødt hår, medium til lys teint, menneske, person, rødt hår
👩🏽‍🦰	kvinde, kvinde: medium teint og rødt hår, medium teint, menneske, person, rødt hår
👩🏾‍🦰	kvinde, kvinde: medium til mørk teint og rødt hår, medium til mørk teint, menneske, person, rødt hår
👩🏿‍🦰	kvinde, kvinde: mørk teint og rødt hår, menneske, mørk teint, person, rødt hår
👩‍🦱	krøllet hår, kvinde, kvinde: krøllet hår, menneske, person
👩🏻‍🦱	krøllet hår, kvinde, kvinde: lys teint og krøllet hår, lys teint, menneske, person
👩🏼‍🦱	krøllet hår, kvinde, kvinde: medium til lys teint og krøllet hår, medium til lys teint, menneske, person
👩🏽‍🦱	krøllet hår, kvinde, kvinde: medium teint og krøllet hår, medium teint, menneske, person
👩🏾‍🦱	krøllet hår, kvinde, kvinde: medium til mørk teint og krøllet hår, medium til mørk teint, menneske, person
👩🏿‍🦱	krøllet hår, kvinde, kvinde: mørk teint og krøllet hår, menneske, mørk teint, person
👩‍🦳	hvidt hår, kvinde, kvinde: hvidt hår, menneske, person
👩🏻‍🦳	hvidt hår, kvinde, kvinde: lys teint og hvidt hår, lys teint, menneske, person
👩🏼‍🦳	hvidt hår, kvinde, kvinde: medium til lys teint og hvidt hår, medium til lys teint, menneske, person
👩🏽‍🦳	hvidt hår, kvinde, kvinde: medium teint og hvidt hår, medium teint, menneske, person
👩🏾‍🦳	hvidt hår, kvinde, kvinde: medium til mørk teint og hvidt hår, medium til mørk teint, menneske, person
👩🏿‍🦳	hvidt hår, kvinde, kvinde: mørk teint og hvidt hår, menneske, mørk teint, person
👩‍🦲	kvinde, kvinde: skaldet, menneske, person, skaldet
👩🏻‍🦲	kvinde, kvinde: lys teint og skaldet, lys teint, menneske, person, skaldet
👩🏼‍🦲	kvinde, kvinde: medium til lys teint og skaldet, medium til lys teint, menneske, person, skaldet
👩🏽‍🦲	kvinde, kvinde: medium teint og skaldet, medium teint, menneske, person, skaldet
👩🏾‍🦲	kvinde, kvinde: medium til mørk teint og skaldet, medium til mørk teint, menneske, person, skaldet
👩🏿‍🦲	kvinde, kvinde: mørk teint og skaldet, menneske, mørk teint, person, skaldet
🧓	gammel person, voksen, ældre menneske
🧓🏻	gammel person, lys teint, voksen, ældre menneske, ældre menneske: lys teint
🧓🏼	gammel person, medium til lys teint, voksen, ældre menneske, ældre menneske: medium til lys teint
🧓🏽	gammel person, medium teint, voksen, ældre menneske, ældre menneske: medium teint
🧓🏾	gammel person, medium til mørk teint, voksen, ældre menneske, ældre menneske: medium til mørk teint
🧓🏿	gammel person, mørk teint, voksen, ældre menneske, ældre menneske: mørk teint
👴	gammel mand, mand, menneske
👴🏻	gammel mand, gammel mand: lys teint, lys teint, mand, menneske
👴🏼	gammel mand, gammel mand: medium til lys teint, mand, medium til lys teint, menneske
👴🏽	gammel mand, gammel mand: medium teint, mand, medium teint, menneske
👴🏾	gammel mand, gammel mand: medium til mørk teint, mand, medium til mørk teint, menneske
👴🏿	gammel mand, gammel mand: mørk teint, mand, menneske, mørk teint
👵	bedstemor, farmor, gammel kvinde, kvinde, menneske, mormor
👵🏻	bedstemor, farmor, gammel kvinde, gammel kvinde: lys teint, kvinde, lys teint, menneske, mormor
👵🏼	bedstemor, farmor, gammel kvinde, gammel kvinde: medium til lys teint, kvinde, medium til lys teint, menneske, mormor
👵🏽	bedstemor, farmor, gammel kvinde, gammel kvinde: medium teint, kvinde, medium teint, menneske, mormor
👵🏾	bedstemor, farmor, gammel kvinde, gammel kvinde: medium til mørk teint, kvinde, medium til mørk teint, menneske, mormor
👵🏿	bedstemor, farmor, gammel kvinde, gammel kvinde: mørk teint, kvinde, menneske, mormor, mørk teint
🙍	Utilfreds person, alvorlig mine, frustreret, gestus, ikke glad, irriteret, mut, oprørt, person med rynket pande, rynke panden, skuffet, udtryk, utilfreds, utilfreds person
🙍🏻	Utilfreds person: lys teint, alvorlig mine, frustreret, gestus, ikke glad, irriteret, lys teint, mut, oprørt, person med rynket pande, rynke panden, skuffet, udtryk, utilfreds, utilfreds person
🙍🏼	Utilfreds person: medium til lys teint, alvorlig mine, frustreret, gestus, ikke glad, irriteret, medium til lys teint, mut, oprørt, person med rynket pande, rynke panden, skuffet, udtryk, utilfreds, utilfreds person
🙍🏽	Utilfreds person: medium teint, alvorlig mine, frustreret, gestus, ikke glad, irriteret, medium teint, mut, oprørt, person med rynket pande, rynke panden, skuffet, udtryk, utilfreds, utilfreds person
🙍🏾	Utilfreds person: medium til mørk teint, alvorlig mine, frustreret, gestus, ikke glad, irriteret, medium til mørk teint, mut, oprørt, person med rynket pande, rynke panden, skuffet, udtryk, utilfreds, utilfreds person
🙍🏿	Utilfreds person: mørk teint, alvorlig mine, frustreret, gestus, ikke glad, irriteret, mut, mørk teint, oprørt, person med rynket pande, rynke panden, skuffet, udtryk, utilfreds, utilfreds person
🙍‍♂	Utilfreds mand, alvorlig, mand, mand med alvorlig mine, panderynken, utilfreds
🙍🏻‍♂	Utilfreds mand: lys teint, alvorlig, lys teint, mand, mand med alvorlig mine, panderynken, utilfreds
🙍🏼‍♂	Utilfreds mand: medium til lys teint, alvorlig, mand, mand med alvorlig mine, medium til lys teint, panderynken, utilfreds
🙍🏽‍♂	Utilfreds mand: medium teint, alvorlig, mand, mand med alvorlig mine, medium teint, panderynken, utilfreds
🙍🏾‍♂	Utilfreds mand: medium til mørk teint, alvorlig, mand, mand med alvorlig mine, medium til mørk teint, panderynken, utilfreds
🙍🏿‍♂	Utilfreds mand: mørk teint, alvorlig, mand, mand med alvorlig mine, mørk teint, panderynken, utilfreds
🙍‍♀	Utilfreds kvinde, kvinde, kvinde med alvorlig mine, panderynken, utilfreds
🙍🏻‍♀	Utilfreds kvinde: lys teint, kvinde, kvinde med alvorlig mine, lys teint, panderynken, utilfreds
🙍🏼‍♀	Utilfreds kvinde: medium til lys teint, kvinde, kvinde med alvorlig mine, medium til lys teint, panderynken, utilfreds
🙍🏽‍♀	Utilfreds kvinde: medium teint, kvinde, kvinde med alvorlig mine, medium teint, panderynken, utilfreds
🙍🏾‍♀	Utilfreds kvinde: medium til mørk teint, kvinde, kvinde med alvorlig mine, medium til mørk teint, panderynken, utilfreds
🙍🏿‍♀	Utilfreds kvinde: mørk teint, kvinde, kvinde med alvorlig mine, mørk teint, panderynken, utilfreds
🙎	gestus, grimasse, klynke, nedtrykt, oprørt, rynke panden, skuffet, skule, surmule, surmulende person
🙎🏻	gestus, grimasse, klynke, lys teint, nedtrykt, oprørt, rynke panden, skuffet, skule, surmule, surmulende person, surmulende person: lys teint
🙎🏼	gestus, grimasse, klynke, medium til lys teint, nedtrykt, oprørt, rynke panden, skuffet, skule, surmule, surmulende person, surmulende person: medium til lys teint
🙎🏽	gestus, grimasse, klynke, medium teint, nedtrykt, oprørt, rynke panden, skuffet, skule, surmule, surmulende person, surmulende person: medium teint
🙎🏾	gestus, grimasse, klynke, medium til mørk teint, nedtrykt, oprørt, rynke panden, skuffet, skule, surmule, surmulende person, surmulende person: medium til mørk teint
🙎🏿	gestus, grimasse, klynke, mørk teint, nedtrykt, oprørt, rynke panden, skuffet, skule, surmule, surmulende person, surmulende person: mørk teint
🙎‍♂	mand, sur, surmule, surmulende mand, utilfreds
🙎🏻‍♂	lys teint, mand, sur, surmule, surmulende mand, surmulende mand: lys teint, utilfreds
🙎🏼‍♂	mand, medium til lys teint, sur, surmule, surmulende mand, surmulende mand: medium til lys teint, utilfreds
🙎🏽‍♂	mand, medium teint, sur, surmule, surmulende mand, surmulende mand: medium teint, utilfreds
🙎🏾‍♂	mand, medium til mørk teint, sur, surmule, surmulende mand, surmulende mand: medium til mørk teint, utilfreds
🙎🏿‍♂	mand, mørk teint, sur, surmule, surmulende mand, surmulende mand: mørk teint, utilfreds
🙎‍♀	kvinde, sur, surmule, surmulende kvinde, utilfreds
🙎🏻‍♀	kvinde, lys teint, sur, surmule, surmulende kvinde, surmulende kvinde: lys teint, utilfreds
🙎🏼‍♀	kvinde, medium til lys teint, sur, surmule, surmulende kvinde, surmulende kvinde: medium til lys teint, utilfreds
🙎🏽‍♀	kvinde, medium teint, sur, surmule, surmulende kvinde, surmulende kvinde: medium teint, utilfreds
🙎🏾‍♀	kvinde, medium til mørk teint, sur, surmule, surmulende kvinde, surmulende kvinde: medium til mørk teint, utilfreds
🙎🏿‍♀	kvinde, mørk teint, sur, surmule, surmulende kvinde, surmulende kvinde: mørk teint, utilfreds
🙅	aldrig i livet, bevægelse, ekskludere, forbudt, forbyde, hånd, nej, niks, signalerer nej, udelukke
🙅🏻	aldrig i livet, bevægelse, ekskludere, forbudt, forbyde, hånd, lys teint, nej, niks, signalerer nej, signalerer nej: lys teint, udelukke
🙅🏼	aldrig i livet, bevægelse, ekskludere, forbudt, forbyde, hånd, medium til lys teint, nej, niks, signalerer nej, signalerer nej: medium til lys teint, udelukke
🙅🏽	aldrig i livet, bevægelse, ekskludere, forbudt, forbyde, hånd, medium teint, nej, niks, signalerer nej, signalerer nej: medium teint, udelukke
🙅🏾	aldrig i livet, bevægelse, ekskludere, forbudt, forbyde, hånd, medium til mørk teint, nej, niks, signalerer nej, signalerer nej: medium til mørk teint, udelukke
🙅🏿	aldrig i livet, bevægelse, ekskludere, forbudt, forbyde, hånd, mørk teint, nej, niks, signalerer nej, signalerer nej: mørk teint, udelukke
🙅‍♂	forbudt, gestus, ikke i orden, mand, mand signalerer nej, nej
🙅🏻‍♂	forbudt, gestus, ikke i orden, lys teint, mand, mand signalerer nej, mand signalerer nej: lys teint, nej
🙅🏼‍♂	forbudt, gestus, ikke i orden, mand, mand signalerer nej, mand signalerer nej: medium til lys teint, medium til lys teint, nej
🙅🏽‍♂	forbudt, gestus, ikke i orden, mand, mand signalerer nej, mand signalerer nej: medium teint, medium teint, nej
🙅🏾‍♂	forbudt, gestus, ikke i orden, mand, mand signalerer nej, mand signalerer nej: medium til mørk teint, medium til mørk teint, nej
🙅🏿‍♂	forbudt, gestus, ikke i orden, mand, mand signalerer nej, mand signalerer nej: mørk teint, mørk teint, nej
🙅‍♀	forbudt, gestus, ikke i orden, kvinde, kvinde signalerer nej, nej
🙅🏻‍♀	forbudt, gestus, ikke i orden, kvinde, kvinde signalerer nej, kvinde signalerer nej: lys teint, lys teint, nej
🙅🏼‍♀	forbudt, gestus, ikke i orden, kvinde, kvinde signalerer nej, kvinde signalerer nej: medium til lys teint, medium til lys teint, nej
🙅🏽‍♀	forbudt, gestus, ikke i orden, kvinde, kvinde signalerer nej, kvinde signalerer nej: medium teint, medium teint, nej
🙅🏾‍♀	forbudt, gestus, ikke i orden, kvinde, kvinde signalerer nej, kvinde signalerer nej: medium til mørk teint, medium til mørk teint, nej
🙅🏿‍♀	forbudt, gestus, ikke i orden, kvinde, kvinde signalerer nej, kvinde signalerer nej: mørk teint, mørk teint, nej
🙆	allright, ansigt, bevægelse, gestus, hånd, ok, okay, person er ok, person signalerer ok, signalerer ok, træning, øvelse
🙆🏻	allright, ansigt, bevægelse, gestus, hånd, lys teint, ok, okay, person er ok, person signalerer ok, signalerer ok, signalerer ok: lys teint, træning, øvelse
🙆🏼	allright, ansigt, bevægelse, gestus, hånd, medium til lys teint, ok, okay, person er ok, person signalerer ok, signalerer ok, signalerer ok: medium til lys teint, træning, øvelse
🙆🏽	allright, ansigt, bevægelse, gestus, hånd, medium teint, ok, okay, person er ok, person signalerer ok, signalerer ok, signalerer ok: medium teint, træning, øvelse
🙆🏾	allright, ansigt, bevægelse, gestus, hånd, medium til mørk teint, ok, okay, person er ok, person signalerer ok, signalerer ok, signalerer ok: medium til mørk teint, træning, øvelse
🙆🏿	allright, ansigt, bevægelse, gestus, hånd, mørk teint, ok, okay, person er ok, person signalerer ok, signalerer ok, signalerer ok: mørk teint, træning, øvelse
🙆‍♂	gestus, i orden, mand, mand er ok, mand signalerer ok, ok, okay, person signalerer ok, signalerer ok
🙆🏻‍♂	gestus, i orden, lys teint, mand, mand er ok, mand signalerer ok, mand signalerer ok: lys teint, ok, okay, person signalerer ok, signalerer ok
🙆🏼‍♂	gestus, i orden, mand, mand er ok, mand signalerer ok, mand signalerer ok: medium til lys teint, medium til lys teint, ok, okay, person signalerer ok, signalerer ok
🙆🏽‍♂	gestus, i orden, mand, mand er ok, mand signalerer ok, mand signalerer ok: medium teint, medium teint, ok, okay, person signalerer ok, signalerer ok
🙆🏾‍♂	gestus, i orden, mand, mand er ok, mand signalerer ok, mand signalerer ok: medium til mørk teint, medium til mørk teint, ok, okay, person signalerer ok, signalerer ok
🙆🏿‍♂	gestus, i orden, mand, mand er ok, mand signalerer ok, mand signalerer ok: mørk teint, mørk teint, ok, okay, person signalerer ok, signalerer ok
🙆‍♀	alt i orden, gestus, i orden, kvinde, kvinde signalerer ok, ok, okay, person signalerer, signalerer ok, tilladt
🙆🏻‍♀	alt i orden, gestus, i orden, kvinde, kvinde signalerer ok, kvinde signalerer ok: lys teint, lys teint, ok, okay, person signalerer, signalerer ok, tilladt
🙆🏼‍♀	alt i orden, gestus, i orden, kvinde, kvinde signalerer ok, kvinde signalerer ok: medium til lys teint, medium til lys teint, ok, okay, person signalerer, signalerer ok, tilladt
🙆🏽‍♀	alt i orden, gestus, i orden, kvinde, kvinde signalerer ok, kvinde signalerer ok: medium teint, medium teint, ok, okay, person signalerer, signalerer ok, tilladt
🙆🏾‍♀	alt i orden, gestus, i orden, kvinde, kvinde signalerer ok, kvinde signalerer ok: medium til mørk teint, medium til mørk teint, ok, okay, person signalerer, signalerer ok, tilladt
🙆🏿‍♀	alt i orden, gestus, i orden, kvinde, kvinde signalerer ok, kvinde signalerer ok: mørk teint, mørk teint, ok, okay, person signalerer, signalerer ok, tilladt
💁	fræk, hjælp, info, information, kaster håret tilbage, kaster med håret, ligeglad, oplysninger, person vender håndfladen op, sarkasme, sarkastisk, seriøst, sladder, sladre
💁🏻	fræk, hjælp, info, information, kaster håret tilbage, kaster med håret, ligeglad, lys teint, oplysninger, person vender håndfladen op, person vender håndfladen op: lys teint, sarkasme, sarkastisk, seriøst, sladder, sladre
💁🏼	fræk, hjælp, info, information, kaster håret tilbage, kaster med håret, ligeglad, medium til lys teint, oplysninger, person vender håndfladen op, person vender håndfladen op: medium til lys teint, sarkasme, sarkastisk, seriøst, sladder, sladre
💁🏽	fræk, hjælp, info, information, kaster håret tilbage, kaster med håret, ligeglad, medium teint, oplysninger, person vender håndfladen op, person vender håndfladen op: medium teint, sarkasme, sarkastisk, seriøst, sladder, sladre
💁🏾	fræk, hjælp, info, information, kaster håret tilbage, kaster med håret, ligeglad, medium til mørk teint, oplysninger, person vender håndfladen op, person vender håndfladen op: medium til mørk teint, sarkasme, sarkastisk, seriøst, sladder, sladre
💁🏿	fræk, hjælp, info, information, kaster håret tilbage, kaster med håret, ligeglad, mørk teint, oplysninger, person vender håndfladen op, person vender håndfladen op: mørk teint, sarkasme, sarkastisk, seriøst, sladder, sladre
💁‍♂	flabet, hjælp, information, mand, mand vender håndfladen op
💁🏻‍♂	flabet, hjælp, information, lys teint, mand, mand vender håndfladen op, mand vender håndfladen op: lys teint
💁🏼‍♂	flabet, hjælp, information, mand, mand vender håndfladen op, mand vender håndfladen op: medium til lys teint, medium til lys teint
💁🏽‍♂	flabet, hjælp, information, mand, mand vender håndfladen op, mand vender håndfladen op: medium teint, medium teint
💁🏾‍♂	flabet, hjælp, information, mand, mand vender håndfladen op, mand vender håndfladen op: medium til mørk teint, medium til mørk teint
💁🏿‍♂	flabet, hjælp, information, mand, mand vender håndfladen op, mand vender håndfladen op: mørk teint, mørk teint
💁‍♀	flabet, hjælp, håndflade, information, kvinde, kvinde vender håndfladen op
💁🏻‍♀	flabet, hjælp, håndflade, information, kvinde, kvinde vender håndfladen op, kvinde vender håndfladen op: lys teint, lys teint
💁🏼‍♀	flabet, hjælp, håndflade, information, kvinde, kvinde vender håndfladen op, kvinde vender håndfladen op: medium til lys teint, medium til lys teint
💁🏽‍♀	flabet, hjælp, håndflade, information, kvinde, kvinde vender håndfladen op, kvinde vender håndfladen op: medium teint, medium teint
💁🏾‍♀	flabet, hjælp, håndflade, information, kvinde, kvinde vender håndfladen op, kvinde vender håndfladen op: medium til mørk teint, medium til mørk teint
💁🏿‍♀	flabet, hjælp, håndflade, information, kvinde, kvinde vender håndfladen op, kvinde vender håndfladen op: mørk teint, mørk teint
🙋	fingeren oppe, hej, hilsen, hånd, i vejret, kvinde, løftet hånd, mand, person, person med løftet hånd, spørgsmål, svare, vælg mig
🙋🏻	fingeren oppe, hej, hilsen, hånd, i vejret, kvinde, lys teint, løftet hånd, mand, person, person med løftet hånd: lys teint, spørgsmål, svare, vælg mig
🙋🏼	fingeren oppe, hej, hilsen, hånd, i vejret, kvinde, løftet hånd, mand, medium til lys teint, person, person med løftet hånd: medium til lys teint, spørgsmål, svare, vælg mig
🙋🏽	fingeren oppe, hej, hilsen, hånd, i vejret, kvinde, løftet hånd, mand, medium teint, person, person med løftet hånd: medium teint, spørgsmål, svare, vælg mig
🙋🏾	fingeren oppe, hej, hilsen, hånd, i vejret, kvinde, løftet hånd, mand, medium til mørk teint, person, person med løftet hånd: medium til mørk teint, spørgsmål, svare, vælg mig
🙋🏿	fingeren oppe, hej, hilsen, hånd, i vejret, kvinde, løftet hånd, mand, mørk teint, person, person med løftet hånd: mørk teint, spørgsmål, svare, vælg mig
🙋‍♂	gestus, hej, hilsen, løftet hånd, mand, mand med løftet hånd, person
🙋🏻‍♂	gestus, hej, hilsen, lys teint, løftet hånd, mand, mand med løftet hånd, mand med løftet hånd: lys teint, person
🙋🏼‍♂	gestus, hej, hilsen, løftet hånd, mand, mand med løftet hånd, mand med løftet hånd: medium til lys teint, medium til lys teint, person
🙋🏽‍♂	gestus, hej, hilsen, løftet hånd, mand, mand med løftet hånd, mand med løftet hånd: medium teint, medium teint, person
🙋🏾‍♂	gestus, hej, hilsen, løftet hånd, mand, mand med løftet hånd, mand med løftet hånd: medium til mørk teint, medium til mørk teint, person
🙋🏿‍♂	gestus, hej, hilsen, løftet hånd, mand, mand med løftet hånd, mand med løftet hånd: mørk teint, mørk teint, person
🙋‍♀	gestus, hej, hilsen, kvinde, kvinde med løftet hånd, løftet hånd
🙋🏻‍♀	gestus, hej, hilsen, kvinde, kvinde med løftet hånd, kvinde med løftet hånd: lys teint, lys teint, løftet hånd
🙋🏼‍♀	gestus, hej, hilsen, kvinde, kvinde med løftet hånd, kvinde med løftet hånd: medium til lys teint, løftet hånd, medium til lys teint
🙋🏽‍♀	gestus, hej, hilsen, kvinde, kvinde med løftet hånd, kvinde med løftet hånd: medium teint, løftet hånd, medium teint
🙋🏾‍♀	gestus, hej, hilsen, kvinde, kvinde med løftet hånd, kvinde med løftet hånd: medium til mørk teint, løftet hånd, medium til mørk teint
🙋🏿‍♀	gestus, hej, hilsen, kvinde, kvinde med løftet hånd, kvinde med løftet hånd: mørk teint, løftet hånd, mørk teint
🧏	døv, døv person, handicap, høre, tilgængelighed, øre
🧏🏻	døv, døv person, døv person: lys teint, handicap, høre, lys teint, tilgængelighed, øre
🧏🏼	døv, døv person, døv person: medium til lys teint, handicap, høre, medium til lys teint, tilgængelighed, øre
🧏🏽	døv, døv person, døv person: medium teint, handicap, høre, medium teint, tilgængelighed, øre
🧏🏾	døv, døv person, døv person: medium til mørk teint, handicap, høre, medium til mørk teint, tilgængelighed, øre
🧏🏿	døv, døv person, døv person: mørk teint, handicap, høre, mørk teint, tilgængelighed, øre
🧏‍♂	døv, døv mand, mand
🧏🏻‍♂	døv, døv mand: lys teint, lys teint, mand
🧏🏼‍♂	døv, døv mand: medium til lys teint, mand, medium til lys teint
🧏🏽‍♂	døv, døv mand: medium teint, mand, medium teint
🧏🏾‍♂	døv, døv mand: medium til mørk teint, mand, medium til mørk teint
🧏🏿‍♂	døv, døv mand: mørk teint, mand, mørk teint
🧏‍♀	døv, døv kvinde, kvinde
🧏🏻‍♀	døv, døv kvinde: lys teint, kvinde, lys teint
🧏🏼‍♀	døv, døv kvinde: medium til lys teint, kvinde, medium til lys teint
🧏🏽‍♀	døv, døv kvinde: medium teint, kvinde, medium teint
🧏🏾‍♀	døv, døv kvinde: medium til mørk teint, kvinde, medium til mørk teint
🧏🏿‍♀	døv, døv kvinde: mørk teint, kvinde, mørk teint
🙇	bevægelse, bukkende person, bukker, fortrudt, fortryder, gestus, meditation, meditere, person bukker dybt, synd, synd for, tigger, tilgiv, tilgive, undskyld
🙇🏻	bevægelse, bukkende person, bukker, fortrudt, fortryder, gestus, lys teint, meditation, meditere, person bukker dybt: lys teint, synd, synd for, tigger, tilgiv, tilgive, undskyld
🙇🏼	bevægelse, bukkende person, bukker, fortrudt, fortryder, gestus, meditation, meditere, medium til lys teint, person bukker dybt: medium til lys teint, synd, synd for, tigger, tilgiv, tilgive, undskyld
🙇🏽	bevægelse, bukkende person, bukker, fortrudt, fortryder, gestus, meditation, meditere, medium teint, person bukker dybt: medium teint, synd, synd for, tigger, tilgiv, tilgive, undskyld
🙇🏾	bevægelse, bukkende person, bukker, fortrudt, fortryder, gestus, meditation, meditere, medium til mørk teint, person bukker dybt: medium til mørk teint, synd, synd for, tigger, tilgiv, tilgive, undskyld
🙇🏿	bevægelse, bukkende person, bukker, fortrudt, fortryder, gestus, meditation, meditere, mørk teint, person bukker dybt: mørk teint, synd, synd for, tigger, tilgiv, tilgive, undskyld
🙇‍♂	buk, mand, mand bukker dybt, undskyld, undskyldning
🙇🏻‍♂	buk, lys teint, mand, mand bukker dybt, mand bukker dybt: lys teint, undskyld, undskyldning
🙇🏼‍♂	buk, mand, mand bukker dybt, mand bukker dybt: medium til lys teint, medium til lys teint, undskyld, undskyldning
🙇🏽‍♂	buk, mand, mand bukker dybt, mand bukker dybt: medium teint, medium teint, undskyld, undskyldning
🙇🏾‍♂	buk, mand, mand bukker dybt, mand bukker dybt: medium til mørk teint, medium til mørk teint, undskyld, undskyldning
🙇🏿‍♂	buk, mand, mand bukker dybt, mand bukker dybt: mørk teint, mørk teint, undskyld, undskyldning
