‾	línea superpuesta, superposición, vinculum
👨🏾‍❤‍💋‍👨🏿	amor, beso, beso de pareja, dos personas besándose, hombre, pareja, pareja besándose, pareja besándose: hombre, hombre, tono de piel oscuro medio, tono de piel oscuro, personas, romance, romántico, tono de piel oscuro, tono de piel oscuro medio
👨🏿‍❤‍💋‍👨🏻	amor, beso, beso de pareja, dos personas besándose, hombre, pareja, pareja besándose, pareja besándose: hombre, hombre, tono de piel oscuro, tono de piel claro, personas, romance, romántico, tono de piel claro, tono de piel oscuro
👨🏿‍❤‍💋‍👨🏼	amor, beso, beso de pareja, dos personas besándose, hombre, pareja, pareja besándose, pareja besándose: hombre, hombre, tono de piel oscuro, tono de piel claro medio, personas, romance, romántico, tono de piel claro medio, tono de piel oscuro
👨🏿‍❤‍💋‍👨🏽	amor, beso, beso de pareja, dos personas besándose, hombre, pareja, pareja besándose, pareja besándose: hombre, hombre, tono de piel oscuro, tono de piel medio, personas, romance, romántico, tono de piel medio, tono de piel oscuro
👨🏿‍❤‍💋‍👨🏾	amor, beso, beso de pareja, dos personas besándose, hombre, pareja, pareja besándose, pareja besándose: hombre, hombre, tono de piel oscuro, tono de piel oscuro medio, personas, romance, romántico, tono de piel oscuro, tono de piel oscuro medio
👨🏿‍❤‍💋‍👨🏿	amor, beso, beso de pareja, dos personas besándose, hombre, pareja, pareja besándose, pareja besándose: hombre, hombre, tono de piel oscuro, personas, romance, romántico, tono de piel oscuro
👨‍🦰	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo pelirrojo, persona, señor
👨🏻‍🦰	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo pelirrojo, persona, señor, tono de piel claro
👨🏼‍🦰	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo pelirrojo, persona, señor, tono de piel claro medio
👨🏽‍🦰	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo pelirrojo, persona, señor, tono de piel medio
👨🏾‍🦰	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo pelirrojo, persona, señor, tono de piel oscuro medio
👨🏿‍🦰	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo pelirrojo, persona, señor, tono de piel oscuro
👨‍🦱	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo rizado, persona, señor
👨🏻‍🦱	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo rizado, persona, señor, tono de piel claro
👨🏼‍🦱	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo rizado, persona, señor, tono de piel claro medio
👨🏽‍🦱	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo rizado, persona, señor, tono de piel medio
👨🏾‍🦱	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo rizado, persona, señor, tono de piel oscuro medio
👨🏿‍🦱	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo rizado, persona, señor, tono de piel oscuro
👨‍🦳	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo blanco, persona, señor
👨🏻‍🦳	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo blanco, persona, señor, tono de piel claro
👨🏼‍🦳	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo blanco, persona, señor, tono de piel claro medio
👨🏽‍🦳	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo blanco, persona, señor, tono de piel medio
👨🏾‍🦳	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo blanco, persona, señor, tono de piel oscuro medio
👨🏿‍🦳	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, pelo blanco, persona, señor, tono de piel oscuro
👨‍🦲	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, persona, señor, sin pelo
👨🏻‍🦲	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, persona, señor, sin pelo, tono de piel claro
👨🏼‍🦲	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, persona, señor, sin pelo, tono de piel claro medio
👨🏽‍🦲	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, persona, señor, sin pelo, tono de piel medio
👨🏾‍🦲	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, persona, señor, sin pelo, tono de piel oscuro medio
👨🏿‍🦲	amigo, cara, cara de hombre, chico, hombre, muchacho, novio, persona, señor, sin pelo, tono de piel oscuro
👩	cara, cara de mujer, chica, mujer, persona, señora
👩🏻	cara, cara de mujer, chica, mujer, persona, señora, tono de piel claro
👩🏼	cara, cara de mujer, chica, mujer, persona, señora, tono de piel claro medio
👩🏽	cara, cara de mujer, chica, mujer, persona, señora, tono de piel medio
👩🏾	cara, cara de mujer, chica, mujer, persona, señora, tono de piel oscuro medio
👩🏿	cara, cara de mujer, chica, mujer, persona, señora, tono de piel oscuro
👱‍♀	mujer, mujer con cabello rubio, mujer: pelo rubio, pelo, pelo rubio, rubia
👱🏻‍♀	mujer, mujer con cabello rubio, mujer: pelo rubio, pelo, pelo rubio, rubia, tono de piel claro
👱🏼‍♀	mujer, mujer con cabello rubio, mujer: pelo rubio, pelo, pelo rubio, rubia, tono de piel claro medio
👱🏽‍♀	mujer, mujer con cabello rubio, mujer: pelo rubio, pelo, pelo rubio, rubia, tono de piel medio
👱🏾‍♀	mujer, mujer con cabello rubio, mujer: pelo rubio, pelo, pelo rubio, rubia, tono de piel oscuro medio
👱🏿‍♀	mujer, mujer con cabello rubio, mujer: pelo rubio, pelo, pelo rubio, rubia, tono de piel oscuro
👩🏻‍❤‍💋‍👨🏻	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel claro, personas, romance, romántico, tono de piel claro
👩🏻‍❤‍💋‍👨🏼	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel claro, tono de piel claro medio, personas, romance, romántico, tono de piel claro, tono de piel claro medio
👩🏻‍❤‍💋‍👨🏽	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel claro, tono de piel medio, personas, romance, romántico, tono de piel claro, tono de piel medio
👩🏻‍❤‍💋‍👨🏾	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel claro, tono de piel oscuro medio, personas, romance, romántico, tono de piel claro, tono de piel oscuro medio
👩🏻‍❤‍💋‍👨🏿	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel claro, tono de piel oscuro, personas, romance, romántico, tono de piel claro, tono de piel oscuro
👩🏼‍❤‍💋‍👨🏻	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel claro medio, tono de piel claro, personas, romance, romántico, tono de piel claro, tono de piel claro medio
👩🏼‍❤‍💋‍👨🏼	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel claro medio, personas, romance, romántico, tono de piel claro medio
👩🏼‍❤‍💋‍👨🏽	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel claro medio, tono de piel medio, personas, romance, romántico, tono de piel claro medio, tono de piel medio
👩🏼‍❤‍💋‍👨🏾	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel claro medio, tono de piel oscuro medio, personas, romance, romántico, tono de piel claro medio, tono de piel oscuro medio
👩🏼‍❤‍💋‍👨🏿	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel claro medio, tono de piel oscuro, personas, romance, romántico, tono de piel claro medio, tono de piel oscuro
👩🏽‍❤‍💋‍👨🏻	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel medio, tono de piel claro, personas, romance, romántico, tono de piel claro, tono de piel medio
👩🏽‍❤‍💋‍👨🏼	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel medio, tono de piel claro medio, personas, romance, romántico, tono de piel claro medio, tono de piel medio
👩🏽‍❤‍💋‍👨🏽	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel medio, personas, romance, romántico, tono de piel medio
👩🏽‍❤‍💋‍👨🏾	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel medio, tono de piel oscuro medio, personas, romance, romántico, tono de piel medio, tono de piel oscuro medio
👩🏽‍❤‍💋‍👨🏿	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel medio, tono de piel oscuro, personas, romance, romántico, tono de piel medio, tono de piel oscuro
👩🏾‍❤‍💋‍👨🏻	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel oscuro medio, tono de piel claro, personas, romance, romántico, tono de piel claro, tono de piel oscuro medio
👩🏾‍❤‍💋‍👨🏼	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel oscuro medio, tono de piel claro medio, personas, romance, romántico, tono de piel claro medio, tono de piel oscuro medio
👩🏾‍❤‍💋‍👨🏽	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel oscuro medio, tono de piel medio, personas, romance, romántico, tono de piel medio, tono de piel oscuro medio
👩🏾‍❤‍💋‍👨🏾	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel oscuro medio, personas, romance, romántico, tono de piel oscuro medio
👩🏾‍❤‍💋‍👨🏿	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel oscuro medio, tono de piel oscuro, personas, romance, romántico, tono de piel oscuro, tono de piel oscuro medio
👩🏿‍❤‍💋‍👨🏻	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel oscuro, tono de piel claro, personas, romance, romántico, tono de piel claro, tono de piel oscuro
👩🏿‍❤‍💋‍👨🏼	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel oscuro, tono de piel claro medio, personas, romance, romántico, tono de piel claro medio, tono de piel oscuro
👩🏿‍❤‍💋‍👨🏽	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel oscuro, tono de piel medio, personas, romance, romántico, tono de piel medio, tono de piel oscuro
👩🏿‍❤‍💋‍👨🏾	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel oscuro, tono de piel oscuro medio, personas, romance, romántico, tono de piel oscuro, tono de piel oscuro medio
👩🏿‍❤‍💋‍👨🏿	amor, beso, beso de pareja, dos personas besándose, hombre, mujer, pareja, pareja besándose, pareja besándose: mujer, hombre, tono de piel oscuro, personas, romance, romántico, tono de piel oscuro
👩🏻‍❤‍💋‍👩🏻	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel claro, personas, romance, romántico, tono de piel claro
👩🏻‍❤‍💋‍👩🏼	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel claro, tono de piel claro medio, personas, romance, romántico, tono de piel claro, tono de piel claro medio
👩🏻‍❤‍💋‍👩🏽	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel claro, tono de piel medio, personas, romance, romántico, tono de piel claro, tono de piel medio
👩🏻‍❤‍💋‍👩🏾	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel claro, tono de piel oscuro medio, personas, romance, romántico, tono de piel claro, tono de piel oscuro medio
👩🏻‍❤‍💋‍👩🏿	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel claro, tono de piel oscuro, personas, romance, romántico, tono de piel claro, tono de piel oscuro
👩🏼‍❤‍💋‍👩🏻	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel claro medio, tono de piel claro, personas, romance, romántico, tono de piel claro, tono de piel claro medio
👩🏼‍❤‍💋‍👩🏼	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel claro medio, personas, romance, romántico, tono de piel claro medio
👩🏼‍❤‍💋‍👩🏽	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel claro medio, tono de piel medio, personas, romance, romántico, tono de piel claro medio, tono de piel medio
👩🏼‍❤‍💋‍👩🏾	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel claro medio, tono de piel oscuro medio, personas, romance, romántico, tono de piel claro medio, tono de piel oscuro medio
👩🏼‍❤‍💋‍👩🏿	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel claro medio, tono de piel oscuro, personas, romance, romántico, tono de piel claro medio, tono de piel oscuro
👩🏽‍❤‍💋‍👩🏻	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel medio, tono de piel claro, personas, romance, romántico, tono de piel claro, tono de piel medio
👩🏽‍❤‍💋‍👩🏼	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel medio, tono de piel claro medio, personas, romance, romántico, tono de piel claro medio, tono de piel medio
👩🏽‍❤‍💋‍👩🏽	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel medio, personas, romance, romántico, tono de piel medio
👩🏽‍❤‍💋‍👩🏾	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel medio, tono de piel oscuro medio, personas, romance, romántico, tono de piel medio, tono de piel oscuro medio
👩🏽‍❤‍💋‍👩🏿	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel medio, tono de piel oscuro, personas, romance, romántico, tono de piel medio, tono de piel oscuro
👩🏾‍❤‍💋‍👩🏻	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel oscuro medio, tono de piel claro, personas, romance, romántico, tono de piel claro, tono de piel oscuro medio
👩🏾‍❤‍💋‍👩🏼	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel oscuro medio, tono de piel claro medio, personas, romance, romántico, tono de piel claro medio, tono de piel oscuro medio
👩🏾‍❤‍💋‍👩🏽	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel oscuro medio, tono de piel medio, personas, romance, romántico, tono de piel medio, tono de piel oscuro medio
👩🏾‍❤‍💋‍👩🏾	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel oscuro medio, personas, romance, romántico, tono de piel oscuro medio
👩🏾‍❤‍💋‍👩🏿	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel oscuro medio, tono de piel oscuro, personas, romance, romántico, tono de piel oscuro, tono de piel oscuro medio
👩🏿‍❤‍💋‍👩🏻	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel oscuro, tono de piel claro, personas, romance, romántico, tono de piel claro, tono de piel oscuro
👩🏿‍❤‍💋‍👩🏼	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel oscuro, tono de piel claro medio, personas, romance, romántico, tono de piel claro medio, tono de piel oscuro
👩🏿‍❤‍💋‍👩🏽	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel oscuro, tono de piel medio, personas, romance, romántico, tono de piel medio, tono de piel oscuro
👩🏿‍❤‍💋‍👩🏾	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel oscuro, tono de piel oscuro medio, personas, romance, romántico, tono de piel oscuro, tono de piel oscuro medio
👩🏿‍❤‍💋‍👩🏿	amor, beso, beso de pareja, dos personas besándose, mujer, pareja, pareja besándose, pareja besándose: mujer, mujer, tono de piel oscuro, personas, romance, romántico, tono de piel oscuro
👩‍🦰	cara, cara de mujer, chica, mujer, pelo pelirrojo, persona, señora
👩🏻‍🦰	cara, cara de mujer, chica, mujer, pelo pelirrojo, persona, señora, tono de piel claro
👩🏼‍🦰	cara, cara de mujer, chica, mujer, pelo pelirrojo, persona, señora, tono de piel claro medio
👩🏽‍🦰	cara, cara de mujer, chica, mujer, pelo pelirrojo, persona, señora, tono de piel medio
👩🏾‍🦰	cara, cara de mujer, chica, mujer, pelo pelirrojo, persona, señora, tono de piel oscuro medio
👩🏿‍🦰	cara, cara de mujer, chica, mujer, pelo pelirrojo, persona, señora, tono de piel oscuro
👩‍🦱	cara, cara de mujer, chica, mujer, pelo rizado, persona, señora
👩🏻‍🦱	cara, cara de mujer, chica, mujer, pelo rizado, persona, señora, tono de piel claro
👩🏼‍🦱	cara, cara de mujer, chica, mujer, pelo rizado, persona, señora, tono de piel claro medio
👩🏽‍🦱	cara, cara de mujer, chica, mujer, pelo rizado, persona, señora, tono de piel medio
👩🏾‍🦱	cara, cara de mujer, chica, mujer, pelo rizado, persona, señora, tono de piel oscuro medio
👩🏿‍🦱	cara, cara de mujer, chica, mujer, pelo rizado, persona, señora, tono de piel oscuro
👩‍🦳	cara, cara de mujer, chica, mujer, pelo blanco, persona, señora
👩🏻‍🦳	cara, cara de mujer, chica, mujer, pelo blanco, persona, señora, tono de piel claro
👩🏼‍🦳	cara, cara de mujer, chica, mujer, pelo blanco, persona, señora, tono de piel claro medio
👩🏽‍🦳	cara, cara de mujer, chica, mujer, pelo blanco, persona, señora, tono de piel medio
👩🏾‍🦳	cara, cara de mujer, chica, mujer, pelo blanco, persona, señora, tono de piel oscuro medio
👩🏿‍🦳	cara, cara de mujer, chica, mujer, pelo blanco, persona, señora, tono de piel oscuro
👩‍🦲	cara, cara de mujer, chica, mujer, persona, señora, sin pelo
👩🏻‍🦲	cara, cara de mujer, chica, mujer, persona, señora, sin pelo, tono de piel claro
👩🏼‍🦲	cara, cara de mujer, chica, mujer, persona, señora, sin pelo, tono de piel claro medio
👩🏽‍🦲	cara, cara de mujer, chica, mujer, persona, señora, sin pelo, tono de piel medio
👩🏾‍🦲	cara, cara de mujer, chica, mujer, persona, señora, sin pelo, tono de piel oscuro medio
👩🏿‍🦲	cara, cara de mujer, chica, mujer, persona, señora, sin pelo, tono de piel oscuro
🧓	adulto mayor
🧓🏻	adulto mayor: tono de piel claro
🧓🏼	adulto mayor: tono de piel claro medio
🧓🏽	adulto mayor: tono de piel medio
🧓🏾	adulto mayor: tono de piel oscuro medio
🧓🏿	adulto mayor: tono de piel oscuro
👴	abuelo, anciano, calvo, cara, hombre, hombre mayor, mayor, señor, viejo, yayo
👴🏻	abuelo, anciano, calvo, cara, hombre, hombre mayor: tono de piel claro, mayor, señor, tono de piel claro, viejo, yayo
👴🏼	abuelo, anciano, calvo, cara, hombre, hombre mayor: tono de piel claro medio, mayor, señor, tono de piel claro medio, viejo, yayo
👴🏽	abuelo, anciano, calvo, cara, hombre, hombre mayor: tono de piel medio, mayor, señor, tono de piel medio, viejo, yayo
👴🏾	abuelo, anciano, calvo, cara, hombre, hombre mayor: tono de piel oscuro medio, mayor, señor, tono de piel oscuro medio, viejo, yayo
👴🏿	abuelo, anciano, calvo, cara, hombre, hombre mayor: tono de piel oscuro, mayor, señor, tono de piel oscuro, viejo, yayo
👵	abuela, anciana, cara, mayor, mujer, mujer mayor, señora, vieja, yaya
👵🏻	abuela, anciana, cara, mayor, mujer, mujer mayor: tono de piel claro, señora, tono de piel claro, vieja, yaya
👵🏼	abuela, anciana, cara, mayor, mujer, mujer mayor: tono de piel claro medio, señora, tono de piel claro medio, vieja, yaya
👵🏽	abuela, anciana, cara, mayor, mujer, mujer mayor: tono de piel medio, señora, tono de piel medio, vieja, yaya
👵🏾	abuela, anciana, cara, mayor, mujer, mujer mayor: tono de piel oscuro medio, señora, tono de piel oscuro medio, vieja, yaya
👵🏿	abuela, anciana, cara, mayor, mujer, mujer mayor: tono de piel oscuro, señora, tono de piel oscuro, vieja, yaya
🙍‍♀	ceño, fruncido, gesto, mujer, mujer que frunce el seño, persona, triste
🙍🏻‍♀	ceño, fruncido, gesto, mujer, mujer que frunce el seño, persona, tono de piel claro, triste
🙍🏼‍♀	ceño, fruncido, gesto, mujer, mujer que frunce el seño, persona, tono de piel claro medio, triste
🙍🏽‍♀	ceño, fruncido, gesto, mujer, mujer que frunce el seño, persona, tono de piel medio, triste
🙍🏾‍♀	ceño, fruncido, gesto, mujer, mujer que frunce el seño, persona, tono de piel oscuro medio, triste
🙍🏿‍♀	ceño, fruncido, gesto, mujer, mujer que frunce el seño, persona, tono de piel oscuro, triste
🙎	decepción, disgusto, enfado, enojo, molestia, persona, persona haciendo puchero, pucheros
🙎🏻	decepción, disgusto, enfado, enojo, molestia, persona, persona haciendo puchero, pucheros, tono de piel claro
🙎🏼	decepción, disgusto, enfado, enojo, molestia, persona, persona haciendo puchero, pucheros, tono de piel claro medio
🙎🏽	decepción, disgusto, enfado, enojo, molestia, persona, persona haciendo puchero, pucheros, tono de piel medio
🙎🏾	decepción, disgusto, enfado, enojo, molestia, persona, persona haciendo puchero, pucheros, tono de piel oscuro medio
🙎🏿	decepción, disgusto, enfado, enojo, molestia, persona, persona haciendo puchero, pucheros, tono de piel oscuro
🙎‍♂	decepcionado, disgustado, enfadado, enojado, hombre, hombre haciendo puchero, molesto, pucheros
🙎🏻‍♂	decepcionado, disgustado, enfadado, enojado, hombre, hombre haciendo puchero, molesto, pucheros, tono de piel claro
🙎🏼‍♂	decepcionado, disgustado, enfadado, enojado, hombre, hombre haciendo puchero, molesto, pucheros, tono de piel claro medio
🙎🏽‍♂	decepcionado, disgustado, enfadado, enojado, hombre, hombre haciendo puchero, molesto, pucheros, tono de piel medio
🙎🏾‍♂	decepcionado, disgustado, enfadado, enojado, hombre, hombre haciendo puchero, molesto, pucheros, tono de piel oscuro medio
🙎🏿‍♂	decepcionado, disgustado, enfadado, enojado, hombre, hombre haciendo puchero, molesto, pucheros, tono de piel oscuro
🙎‍♀	decepcionada, disgustada, enfadada, enojada, molesta, mujer, mujer haciendo puchero, pucheros
🙎🏻‍♀	decepcionada, disgustada, enfadada, enojada, molesta, mujer, mujer haciendo puchero, pucheros, tono de piel claro
🙎🏼‍♀	decepcionada, disgustada, enfadada, enojada, molesta, mujer, mujer haciendo puchero, pucheros, tono de piel claro medio
🙎🏽‍♀	decepcionada, disgustada, enfadada, enojada, molesta, mujer, mujer haciendo puchero, pucheros, tono de piel medio
🙎🏾‍♀	decepcionada, disgustada, enfadada, enojada, molesta, mujer, mujer haciendo puchero, pucheros, tono de piel oscuro medio
🙎🏿‍♀	decepcionada, disgustada, enfadada, enojada, molesta, mujer, mujer haciendo puchero, pucheros, tono de piel oscuro
🙅	brazos cruzados, gesto, gesto de está mal, ni lo pienses, no, no te acerques, persona, persona diciendo NO con los brazos, persona haciendo el gesto de NO, prohibido
🙅🏻	brazos cruzados, gesto, gesto de está mal, ni lo pienses, no, no te acerques, persona, persona diciendo NO con los brazos, persona haciendo el gesto de NO, prohibido, tono de piel claro
🙅🏼	brazos cruzados, gesto, gesto de está mal, ni lo pienses, no, no te acerques, persona, persona diciendo NO con los brazos, persona haciendo el gesto de NO, prohibido, tono de piel claro medio
🙅🏽	brazos cruzados, gesto, gesto de está mal, ni lo pienses, no, no te acerques, persona, persona diciendo NO con los brazos, persona haciendo el gesto de NO, prohibido, tono de piel medio
🙅🏾	brazos cruzados, gesto, gesto de está mal, ni lo pienses, no, no te acerques, persona, persona diciendo NO con los brazos, persona haciendo el gesto de NO, prohibido, tono de piel oscuro medio
🙅🏿	brazos cruzados, gesto, gesto de está mal, ni lo pienses, no, no te acerques, persona, persona diciendo NO con los brazos, persona haciendo el gesto de NO, prohibido, tono de piel oscuro
🙅‍♂	brazos cruzados, gesto, gesto de está mal, hombre, hombre diciendo NO con los brazos, hombre haciendo el gesto de NO, ni lo pienses, no, no te acerques, prohibido
🙅🏻‍♂	brazos cruzados, gesto, gesto de está mal, hombre, hombre diciendo NO con los brazos, hombre haciendo el gesto de NO, ni lo pienses, no, no te acerques, prohibido, tono de piel claro
🙅🏼‍♂	brazos cruzados, gesto, gesto de está mal, hombre, hombre diciendo NO con los brazos, hombre haciendo el gesto de NO, ni lo pienses, no, no te acerques, prohibido, tono de piel claro medio
🙅🏽‍♂	brazos cruzados, gesto, gesto de está mal, hombre, hombre diciendo NO con los brazos, hombre haciendo el gesto de NO, ni lo pienses, no, no te acerques, prohibido, tono de piel medio
🙅🏾‍♂	brazos cruzados, gesto, gesto de está mal, hombre, hombre diciendo NO con los brazos, hombre haciendo el gesto de NO, ni lo pienses, no, no te acerques, prohibido, tono de piel oscuro medio
🙅🏿‍♂	brazos cruzados, gesto, gesto de está mal, hombre, hombre diciendo NO con los brazos, hombre haciendo el gesto de NO, ni lo pienses, no, no te acerques, prohibido, tono de piel oscuro
🙅‍♀	brazos cruzados, gesto, gesto de está mal, mujer, mujer diciendo NO con los brazos, mujer haciendo el gesto de NO, ni lo pienses, no, no te acerques, prohibido
🙅🏻‍♀	brazos cruzados, gesto, gesto de está mal, mujer, mujer diciendo NO con los brazos, mujer haciendo el gesto de NO, ni lo pienses, no, no te acerques, prohibido, tono de piel claro
🙅🏼‍♀	brazos cruzados, gesto, gesto de está mal, mujer, mujer diciendo NO con los brazos, mujer haciendo el gesto de NO, ni lo pienses, no, no te acerques, prohibido, tono de piel claro medio
🙅🏽‍♀	brazos cruzados, gesto, gesto de está mal, mujer, mujer diciendo NO con los brazos, mujer haciendo el gesto de NO, ni lo pienses, no, no te acerques, prohibido, tono de piel medio
🙅🏾‍♀	brazos cruzados, gesto, gesto de está mal, mujer, mujer diciendo NO con los brazos, mujer haciendo el gesto de NO, ni lo pienses, no, no te acerques, prohibido, tono de piel oscuro medio
🙅🏿‍♀	brazos cruzados, gesto, gesto de está mal, mujer, mujer diciendo NO con los brazos, mujer haciendo el gesto de NO, ni lo pienses, no, no te acerques, prohibido, tono de piel oscuro
🙆	bien, está bien, gesto de OK, gesto de está bien, mano, omg, persona, persona haciendo el gesto de OK, persona levantando los brazos sobre la cabeza, vale
🙆🏻	bien, está bien, gesto de OK, gesto de está bien, mano, omg, persona, persona haciendo el gesto de OK, persona levantando los brazos sobre la cabeza, tono de piel claro, vale
🙆🏼	bien, está bien, gesto de OK, gesto de está bien, mano, omg, persona, persona haciendo el gesto de OK, persona levantando los brazos sobre la cabeza, tono de piel claro medio, vale
